"cid","Name","MinValue","MaxValue","AvgValue","year","chamber","Origin","Source"
"N00031629","Rick Berg (R-ND)","23173481","69703348","46438414","2011","H","Center for Responsive Politics",""
"N00027441","Bob Corker (R-Tenn)","8125020","82453998","45289509","2011","S","Center for Responsive Politics",""
"N00006954","Gary Miller (R-Calif)","17413059","71622000","44517529","2011","H","Center for Responsive Politics",""
"N00031127","Jim Renacci (R-Ohio)","33472883","45292790","39382836","2011","H","Center for Responsive Politics",""
"N99999935","Susan E. Rice","27671213","50615011","39143112","2011","E","Center for Responsive Politics",""
"N00007724","Ron Wyden (D-Ore)","14965048","61776002","38370525","2011","S","Center for Responsive Politics",""
"N00001024","Nita M. Lowey (D-NY)","14337034","58930000","36633517","2011","H","Center for Responsive Politics",""
"N00034044","Joe Kennedy III (D-Mass)","15605250","55750000","35677625","2011","H","Center for Responsive Politics",""
"N00013817","Chellie Pingree (D-Maine)","28997063","40691020","34844041","2011","H","Center for Responsive Politics",""
"N00006423","Trent Franks (R-Ariz)","11600005","56250000","33925002","2011","H","Center for Responsive Politics",""
"N00034416","Robert Pittenger (R-NC)","18615005","48551997","33583501","2011","H","Center for Responsive Politics",""
"N00030962","Scott Rigell (R-Va)","6745074","52242998","29494036","2011","H","Center for Responsive Politics",""
"N00000078","Carolyn B. Maloney (D-NY)","7798020","49445995","28622007","2011","H","Center for Responsive Politics",""
"N00004426","Tom Petri (R-Wis)","9526024","45414998","27470511","2011","H","Center for Responsive Politics",""
"N00003389","Mitch McConnell (R-Ky)","9946049","44667000","27306524","2011","S","Center for Responsive Politics",""
"N00030197","Richard Hanna (R-NY)","13683134","39475000","26579067","2011","H","Center for Responsive Politics",""
"N00031672","Blake Farenthold (R-Texas)","9559098","38535999","24047548","2011","H","Center for Responsive Politics",""
"N00032546","Ron Johnson (R-Wis)","8767016","38743000","23755008","2011","S","Center for Responsive Politics",""
"N00026710","Kenny Marchant (R-Texas)","6717250","39892215","23304732","2011","H","Center for Responsive Politics",""
"N00031688","John Hoeven (R-ND)","-11591936","55737999","22073031","2011","S","Center for Responsive Politics",""
"N00027694","Claire McCaskill (D-Mo)","15755207","27920006","21837606","2011","S","Center for Responsive Politics",""
"N00027565","John Campbell (R-Calif)","8929098","34266000","21597549","2011","H","Center for Responsive Politics",""
"N00031124","Nan Hayworth (R-NY)","12237267","29398000","20817633","2011","H","Center for Responsive Politics",""
"N00012672","Steve Pearce (R-NM)","7483015","33245000","20364007","2011","H","Center for Responsive Politics",""
"N00028073","John A. Yarmuth (D-Ky)","5316010","35164996","20240503","2011","H","Center for Responsive Politics",""
"N00004291","F. James Sensenbrenner Jr (R-Wis)","16792760","22355708","19574234","2011","H","Center for Responsive Politics",""
"N00031647","Mike Kelly (R-Pa)","2733032","35799999","19266515","2011","H","Center for Responsive Politics",""
"N00033101","Brad Schneider (D-Ill)","9318440","28151000","18734720","2011","H","Center for Responsive Politics",""
"N00026160","Tom Price (R-Ga)","7098027","29746000","18422013","2011","H","Center for Responsive Politics",""
"N00029617","Kay R. Hagan (D-NC)","2939592","33308978","18124285","2011","S","Center for Responsive Politics",""
"N00029139","Bill Foster (D-Ill)","6766022","29016000","17891011","2011","H","Center for Responsive Politics",""
"N00000019","Hillary Clinton (D-NY)","5710008","26550000","16130004","2011","E","Center for Responsive Politics",""
"N00034580","Angus King (I-Maine)","5736158","26309998","16023078","2011","S","Center for Responsive Politics",""
"N00004207","Tom Harkin (D-Iowa)","10006120","22018001","16012060","2011","S","Center for Responsive Politics",""
"N00000615","Rosa L. DeLauro (D-Conn)","5381021","26487996","15934508","2011","H","Center for Responsive Politics",""
"N00004133","Fred Upton (R-Mich)","7391218","24365000","15878109","2011","H","Center for Responsive Politics",""
"N00034277","Sean Patrick Maloney (D-NY)","5100007","26334995","15717501","2011","H","Center for Responsive Politics",""
"N00006023","Lloyd Doggett (D-Texas)","8651090","22414999","15533044","2011","H","Center for Responsive Politics",""
"N00009818","Shelley Berkley (D-Nev)","7891261","22939197","15415229","2011","H","Center for Responsive Politics",""
"N00029788","Cynthia Marie Lummis (R-Wyo)","5951023","24842999","15397011","2011","H","Center for Responsive Politics",""
"N00003682","Rob Portman (R-Ohio)","6465093","22156999","14311046","2011","S","Center for Responsive Politics",""
"N99999924","Ruth Bader Ginsburg","5415015","23115000","14265007","2011","J","Center for Responsive Politics",""
"N00000480","Olympia Snowe (R-Maine)","9562057","18784002","14173029","2011","S","Center for Responsive Politics",""
"N00033054","Steven Daines (R-Mont)","4933441","22238430","13585935","2011","H","Center for Responsive Politics",""
"N00030602","Roger Williams (R-Texas)","-4170973","30760995","13295011","2011","H","Center for Responsive Politics",""
"N00026043","Randy Neugebauer (R-Texas)","6560080","19129998","12845039","2011","H","Center for Responsive Politics",""
"N00009888","Lamar Alexander (R-Tenn)","-6198948","31029996","12415524","2011","S","Center for Responsive Politics",""
"N00030608","Michael F. Bennet (D-Colo)","4901030","19315000","12108015","2011","S","Center for Responsive Politics",""
"N00002593","Johnny Isakson (R-Ga)","6343137","17793000","12068068","2011","S","Center for Responsive Politics",""
"N00029649","Jackie Speier (D-Calif)","5000078","17166000","11083039","2011","H","Center for Responsive Politics",""
"N99999925","Stephen G. Breyer","4760058","16535000","10647529","2011","J","Center for Responsive Politics",""
"N00006518","Jeff Bingaman (D-NM)","4937166","16008000","10472583","2011","S","Center for Responsive Politics",""
"N00031253","Keith J. Rothfus (R-Pa)","5391054","14616000","10003527","2011","H","Center for Responsive Politics",""
"N00030856","John Garamendi (D-Calif)","2363015","17069995","9716505","2011","H","Center for Responsive Politics",""
"N00033492","Elizabeth Warren (D-Mass)","4624026","14746000","9685013","2011","S","Center for Responsive Politics",""
"N00005329","Ben Nelson (D-Neb)","6138071","12354001","9246036","2011","S","Center for Responsive Politics",""
"N00006424","John McCain (R-Ariz)","3226239","15247981","9237110","2011","S","Center for Responsive Politics",""
"N00031681","David McKinley (R-WVa)","4680082","13725000","9202541","2011","H","Center for Responsive Politics",""
"N00030071","Kurt Schrader (D-Ore)","4515071","13639948","9077509","2011","H","Center for Responsive Politics",""
"N00034349","Filemon Vela (D-Texas)","1254014","15945995","8600004","2011","H","Center for Responsive Politics",""
"N00029016","Al Franken (D-Minn)","4200057","12659000","8429528","2011","S","Center for Responsive Politics",""
"N00031503","Jeff Landry (R-La)","3476017","13369997","8423007","2011","H","Center for Responsive Politics",""
"N00027533","Sheldon Whitehouse (D-RI)","2948228","13673998","8311113","2011","S","Center for Responsive Politics",""
"N00031545","Bill Flores (R-Texas)","3481015","13068000","8274507","2011","H","Center for Responsive Politics",""
"N00031005","Vicky Hartzler (R-Mo)","2218026","13854995","8036510","2011","H","Center for Responsive Politics",""
"N00009920","Richard C. Shelby (R-Ala)","4680045","11182002","7931023","2011","S","Center for Responsive Politics",""
"N00029679","John Fleming (R-La)","-1447900","16985040","7768570","2011","H","Center for Responsive Politics",""
"N00031988","Jon Runyan (R-NJ)","3400025","12010999","7705512","2011","H","Center for Responsive Politics",""
"N00032838","Joe Manchin (D-WVa)","3614101","11686000","7650050","2011","S","Center for Responsive Politics",""
"N00003132","Jim Cooper (D-Tenn)","3679042","11113000","7396021","2011","H","Center for Responsive Politics",""
"N00007584","Wally Herger (R-Calif)","2817010","11830000","7323505","2011","H","Center for Responsive Politics",""
"N00005582","James M. Inhofe (R-Okla)","3569044","10711000","7140022","2011","S","Center for Responsive Politics",""
"N00000423","Charles Bass (R-NH)","3439035","10536000","6987517","2011","H","Center for Responsive Politics",""
"N00033631","Mark R. Meadows (R-NC)","1674034","12017998","6846016","2011","H","Center for Responsive Politics",""
"N00031557","Dennis Heck (D-Wash)","4219067","9435000","6827033","2011","H","Center for Responsive Politics",""
"N00003062","Jeff Sessions (R-Ala)","2772070","10805998","6789034","2011","S","Center for Responsive Politics",""
"N00008086","Dave Camp (R-Mich)","3818146","9745000","6781573","2011","H","Center for Responsive Politics",""
"N00007727","Earl Blumenauer (D-Ore)","2827035","10674994","6751014","2011","H","Center for Responsive Politics",""
"N00033540","Beto O'Rourke (D-Texas)","-1546154","14853840","6653843","2011","H","Center for Responsive Politics",""
"N00005675","Kay Bailey Hutchison (R-Texas)","3818094","9248000","6533047","2011","S","Center for Responsive Politics",""
"N00027509","Scott Tipton (R-Colo)","2916072","10065000","6490536","2011","H","Center for Responsive Politics",""
"N00002793","John L. Mica (R-Fla)","3266012","9666000","6466006","2011","H","Center for Responsive Politics",""
"N00033399","George Holding (R-NC)","3942054","8930000","6436027","2011","H","Center for Responsive Politics",""
"N00013131","Eric Cantor (R-Va)","3477118","9360999","6419058","2011","H","Center for Responsive Politics",""
"N00003845","Dan Coats (R-Ind)","2944037","9695000","6319518","2011","S","Center for Responsive Politics",""
"N99999948","Steven Chu","3783054","8795000","6289027","2011","E","Center for Responsive Politics",""
"N00028058","James Webb (D-Va)","1420178","10876997","6148587","2011","S","Center for Responsive Politics",""
"N00006236","John A. Barrasso (R-Wyo)","3000019","9275000","6137509","2011","S","Center for Responsive Politics",""
"N99999942","Eric H. Holder","3807056","8355000","6081028","2011","E","Center for Responsive Politics",""
"N00026166","Virginia Foxx (R-NC)","2767032","9080000","5923516","2011","H","Center for Responsive Politics",""
"N00027655","Heath Shuler (D-NC)","1269029","10313996","5791512","2011","H","Center for Responsive Politics",""
"N00026041","Mike Conaway (R-Texas)","3122115","8283999","5703057","2011","H","Center for Responsive Politics",""
"N00002782","Cliff Stearns (R-Fla)","2094030","8907996","5501013","2011","H","Center for Responsive Politics",""
"N00009638","Barack Obama (D)","2566014","8265000","5415507","2011","E","Center for Responsive Politics",""
"N00006932","David Dreier (R-Calif)","2914147","7868000","5391073","2011","H","Center for Responsive Politics",""
"N00032601","Robert L. Turner (R-NY)","5301319","5479316","5390317","2011","H","Center for Responsive Politics",""
"N00030191","Dina Titus (D-Nev)","2317057","8435000","5376028","2011","H","Center for Responsive Politics",""
"N00033106","Ann L. Wagner (R-Mo)","3276087","7446000","5361043","2011","H","Center for Responsive Politics",""
"N00027526","Jean Schmidt (R-Ohio)","1801058","8876997","5339027","2011","H","Center for Responsive Politics",""
"N00024760","Phil Gingrey (R-Ga)","2965029","7609997","5287513","2011","H","Center for Responsive Politics",""
"N00004357","Paul Ryan (R-Wisc)","2041092","8415000","5228046","2011","H","Center for Responsive Politics",""
"N00024866","Madeleine Z. Bordallo (D-Guam)","2145008","8149999","5147503","2011","H","Center for Responsive Politics",""
"N00002017","Roscoe G. Bartlett (R-Md)","2282016","7930000","5106008","2011","H","Center for Responsive Politics",""
"N00004227","Tom Latham (R-Iowa)","2315175","7650167","4982671","2011","H","Center for Responsive Politics",""
"N00033410","Markwayne Mullin (R-Okla)","2141031","7693000","4917015","2011","H","Center for Responsive Politics",""
"N00031820","Chris Coons (D-Del)","2690584","7095576","4893080","2011","S","Center for Responsive Politics",""
"N00033217","Elizabeth Esty (D-Conn)","2538140","7077000","4807570","2011","H","Center for Responsive Politics",""
"N00001783","John D. Dingell (D-Mich)","2636103","6918000","4777051","2011","H","Center for Responsive Politics",""
"N99999939","Arne S. Duncan","2676072","6740000","4708036","2011","E","Center for Responsive Politics",""
"N00029026","Niki Tsongas (D-Mass)","1298049","7969998","4634023","2011","H","Center for Responsive Politics",""
"N00004645","Denny Rehberg (R-Mont)","-2402988","11629996","4613504","2011","H","Center for Responsive Politics",""
"N00000515","Peter Welch (D-Vt)","2459097","6745999","4602548","2011","H","Center for Responsive Politics",""
"N99999922","John G. Roberts","2680039","6405000","4542519","2011","J","Center for Responsive Politics",""
"N00033495","Susan Brooks (R-Ind)","1809033","7210000","4509516","2011","H","Center for Responsive Politics",""
"N00009922","Harry Reid (D-Nev)","2781063","6201000","4491031","2011","S","Center for Responsive Politics",""
"N00026686","Al Green (D-Texas)","1565012","7249999","4407505","2011","H","Center for Responsive Politics",""
"N00029444","Michael O. Johanns (R-Neb)","2660036","6061000","4360518","2011","S","Center for Responsive Politics",""
"N99999908","Robert S Mueller","2150142","6525000","4337571","2011","E","Center for Responsive Politics",""
"N00033832","Tom Rice (R-SC)","-14851982","23444993","4296505","2011","H","Center for Responsive Politics",""
"N00007836","Maria Cantwell (D-Wash)","1737012","6689999","4213505","2011","S","Center for Responsive Politics",""
"N00001811","Lamar Smith (R-Texas)","2337120","6066000","4201560","2011","H","Center for Responsive Politics",""
"N99999913","David Plouffe","2521061","5790000","4155530","2011","E","Center for Responsive Politics",""
"N00012508","Tom Carper (D-Del)","2015265","6105122","4060193","2011","S","Center for Responsive Politics",""
"N99999945","Eric K. Shinseki","2175081","5899999","4037540","2011","E","Center for Responsive Politics",""
"N00001489","Pat Toomey (R-Pa)","2263069","5573000","3918034","2011","S","Center for Responsive Politics",""
"N00007099","Ken Calvert (R-Calif)","-1899989","9699994","3900002","2011","H","Center for Responsive Politics",""
"N00033474","Suzanne Bonamici (D-Ore)","2359037","5435000","3897018","2011","H","Center for Responsive Politics",""
"N00001148","Carolyn McCarthy (D-NY)","1779660","5930655","3855157","2011","H","Center for Responsive Politics",""
"N00031412","Mick Mulvaney (R-SC)","1551075","6142997","3847036","2011","H","Center for Responsive Politics",""
"N00003473","Hal Rogers (R-Ky)","1753288","5887283","3820285","2011","H","Center for Responsive Politics",""
"N00026341","Jim Costa (D-Calif)","1119009","6509998","3814503","2011","H","Center for Responsive Politics",""
"N00026080","John Barrow (D-Ga)","1515004","6051000","3783002","2011","H","Center for Responsive Politics",""
"N99999940","Shaun L.S. Donovan","1469007","6094999","3782003","2011","E","Center for Responsive Politics",""
"N00007397","Pete Stark (D-Calif)","-19217981","26754997","3768508","2011","H","Center for Responsive Politics",""
"N99999933","Ronald Kirk","2126047","5344997","3735522","2011","E","Center for Responsive Politics",""
"N00031103","Robert Dold (R-Ill)","1047023","6409996","3728509","2011","H","Center for Responsive Politics",""
"N00025726","Tom Cole (R-Okla)","2036074","5391000","3713537","2011","H","Center for Responsive Politics",""
"N00005601","Tom Coburn (R-Okla)","1892116","5512000","3702058","2011","S","Center for Responsive Politics",""
"N00033782","Heidi Heitkamp (D-ND)","1951092","5393000","3672046","2011","S","Center for Responsive Politics",""
"N00004762","Judy Biggert (R-Ill)","1983077","5345000","3664038","2011","H","Center for Responsive Politics",""
"N00033390","Cheri Bustos (D-Ill)","1098029","6196998","3647513","2011","H","Center for Responsive Politics",""
"N99999902","Alan B Krueger","2193049","5095000","3644024","2011","E","Center for Responsive Politics",""
"N00003675","John Boehner (R-Ohio)","1787113","5455000","3621056","2011","H","Center for Responsive Politics",""
"N00030717","Ami Bera (D-Calif)","688095","6544991","3616543","2011","H","Center for Responsive Politics",""
"N00031782","Tim Scott (R-SC)","989144","6197124","3593134","2011","S","Center for Responsive Politics",""
"N00003467","Ed Whitfield (R-Ky)","2023048","5119999","3571523","2011","H","Center for Responsive Politics",""
"N99999915","Sonia Sotomayor","1225010","5730000","3477505","2011","J","Center for Responsive Politics",""
"N00029018","Tom Rooney (R-Fla)","1084015","5847998","3466006","2011","H","Center for Responsive Politics",""
"N00024790","Jeanne Shaheen (D-NH)","1692382","5223360","3457871","2011","S","Center for Responsive Politics",""
"N00009926","Bill Nelson (D-Fla)","1265006","5600000","3432503","2011","S","Center for Responsive Politics",""
"N00033987","Doug LaMalfa (R-Calif)","1268007","5596000","3432003","2011","H","Center for Responsive Politics",""
"N00003225","Steve Cohen (D-Tenn)","1737102","5084000","3410551","2011","H","Center for Responsive Politics",""
"N00029070","Jim Himes (D-Conn)","1759050","5061999","3410524","2011","H","Center for Responsive Politics",""
"N00025330","Jo Bonner (R-Ala)","1075022","5729997","3402509","2011","H","Center for Responsive Politics",""
"N00013873","John Boozman (R-Ark)","700012","6076999","3388505","2011","S","Center for Responsive Politics",""
"N00028933","Thomas J. Vilsack","1158018","5595000","3376509","2011","E","Center for Responsive Politics",""
"N00005906","Ron Paul (R)","1814039","4937999","3376019","2011","H","Center for Responsive Politics",""
"N00000143","John W. Olver (D-Mass)","2035029","4700000","3367514","2011","H","Center for Responsive Politics",""
"N00035007","David P Joyce (R-Ohio)","1662116","5005000","3333558","2011","H","Center for Responsive Politics",""
"N00031593","Jeff Denham (R-Calif)","1060006","5599999","3330002","2011","H","Center for Responsive Politics",""
"N00031958","Steven Palazzo (R-Miss)","913026","5695998","3304512","2011","H","Center for Responsive Politics",""
"N00006692","Barbara Boxer (D-Calif)","1147008","5380000","3263504","2011","S","Center for Responsive Politics",""
"N00000179","James P. McGovern (D-Mass)","1102012","5355000","3228506","2011","H","Center for Responsive Politics",""
"N00006460","David Schweikert (R-Ariz)","790015","5549997","3170006","2011","H","Center for Responsive Politics",""
"N00003028","Robert B. Aderholt (R-Ala)","506019","5815999","3161009","2011","H","Center for Responsive Politics",""
"N99999921","Antonin Scalia","1885023","4400000","3142511","2011","J","Center for Responsive Politics",""
"N99999941","Timothy F. Geithner","239021","6009998","3124509","2011","E","Center for Responsive Politics",""
"N00005195","Roy Blunt (R-Mo)","575020","5610998","3093009","2011","S","Center for Responsive Politics",""
"N00000751","Bill Pascrell Jr (D-NJ)","1862037","4309000","3085518","2011","H","Center for Responsive Politics",""
"N00034017","Trey Radel (R-Fla)","1510103","4631999","3071051","2011","H","Center for Responsive Politics",""
"N00027522","Dean Heller (R-Nev)","2768846","3350835","3059840","2011","S","Center for Responsive Politics",""
"N00034128","Matt Cartwright (D-Pa)","1166035","4939996","3053015","2011","H","Center for Responsive Politics",""
"N00033310","Brad Wenstrup (R-Ohio)","2784051","3318045","3051048","2011","H","Center for Responsive Politics",""
"N00009869","Orrin G. Hatch (R-Utah)","1715063","4378000","3046531","2011","S","Center for Responsive Politics",""
"N00030968","Reid Ribble (R-Wis)","176017","5899997","3038007","2011","H","Center for Responsive Politics",""
"N00002260","David Price (D-NC)","1569079","4363000","2966039","2011","H","Center for Responsive Politics",""
"N00030645","Dennis Ross (R-Fla)","-3097996","8999997","2951000","2011","H","Center for Responsive Politics",""
"N00008619","Steven R. Rothman (D-NJ)","1676039","4216000","2946019","2011","H","Center for Responsive Politics",""
"N00004874","Luis V. Gutierrez (D-Ill)","1659039","4186000","2922519","2011","H","Center for Responsive Politics",""
"N00002656","Jack Kingston (R-Ga)","2269648","3532637","2901142","2011","H","Center for Responsive Politics",""
"N00029303","Jeff Merkley (D-Ore)","1951026","3849998","2900512","2011","S","Center for Responsive Politics",""
"N00001762","Daniel K. Inouye (D-Hawaii)","1765017","4010999","2888008","2011","S","Center for Responsive Politics",""
"N00006561","Tom Udall (D-NM)","1670040","4030000","2850020","2011","S","Center for Responsive Politics",""
"N00027035","G. K. Butterfield (D-NC)","-179987","5854988","2837500","2011","H","Center for Responsive Politics",""
"N00031204","Steve Southerland (R-Fla)","500004","5151998","2826001","2011","H","Center for Responsive Politics",""
"N00034041","Thomas Massie (R-Ky)","750001","4899999","2825000","2011","H","Center for Responsive Politics",""
"N00029168","Pedro Pierluisi (D-PR)","686004","4960995","2823499","2011","H","Center for Responsive Politics",""
"N99999912","Leon E Panetta","1521034","4089999","2805516","2011","E","Center for Responsive Politics",""
"N00013799","Randy Forbes (R-Va)","44010","5489994","2767002","2011","H","Center for Responsive Politics",""
"N00025095","John Carter (R-Texas)","500002","5019996","2759999","2011","H","Center for Responsive Politics",""
"N00002893","Lois J. Frankel (D-Fla)","634333","4857000","2745666","2011","H","Center for Responsive Politics",""
"N00001955","Ben Cardin (D-Md)","1416074","3998000","2707037","2011","S","Center for Responsive Politics",""
"N00000898","Leonard Lance (R-NJ)","1531057","3843000","2687028","2011","H","Center for Responsive Politics",""
"N99999937","Kathleen Sebelius","502004","4864998","2683501","2011","E","Center for Responsive Politics",""
"N00007690","Greg Walden (R-Ore)","1632032","3681000","2656516","2011","H","Center for Responsive Politics",""
"N00001311","Louise M. Slaughter (D-NY)","1664020","3610000","2637010","2011","H","Center for Responsive Politics",""
"N00034884","William Enyart (D-Ill)","1445053","3778000","2611526","2011","H","Center for Responsive Politics",""
"N00024759","Mike D. Rogers (R-Ala)","1626020","3565000","2595510","2011","H","Center for Responsive Politics",""
"N00007335","Anna Eshoo (D-Calif)","1604012","3560000","2582006","2011","H","Center for Responsive Politics",""
"N00001579","Allyson Schwartz (D-Pa)","1494044","3661000","2577522","2011","H","Center for Responsive Politics",""
"N00001758","Chuck Grassley (R-Iowa)","1258076","3872000","2565038","2011","S","Center for Responsive Politics",""
"N00029277","Gary Peters (D-Mich)","919163","4181000","2550081","2011","H","Center for Responsive Politics",""
"N00030815","Chuck Fleischmann (R-Tenn)","1938662","3092654","2515658","2011","H","Center for Responsive Politics",""
"N00033904","Joyce Beatty (D-Ohio)","1526030","3491000","2508515","2011","H","Center for Responsive Politics",""
"N00007312","Sam Farr (D-Calif)","1509031","3460000","2484515","2011","H","Center for Responsive Politics",""
"N00008274","Loretta Sanchez (D-Calif)","4006","4959997","2482001","2011","H","Center for Responsive Politics",""
"N00028139","Mazie K. Hirono (D-Hawaii)","1431037","3524999","2478018","2011","S","Center for Responsive Politics",""
"N00028463","Phil Roe (R-Tenn)","2129694","2821684","2475689","2011","H","Center for Responsive Politics",""
"N00004613","Kent Conrad (D-ND)","1487041","3457000","2472020","2011","S","Center for Responsive Politics",""
"N00031011","Bill Owens (D-NY)","1418034","3507999","2463016","2011","H","Center for Responsive Politics",""
"N00012739","Ander Crenshaw (R-Fla)","1460023","3275000","2367511","2011","H","Center for Responsive Politics",""
"N00030676","Billy Long (R-Mo)","846035","3856997","2351516","2011","H","Center for Responsive Politics",""
"N00002198","Nick Rahall (D-WVa)","1682547","2953535","2318041","2011","H","Center for Responsive Politics",""
"N00025881","Colleen Hanabusa (D-Hawaii)","1471014","3165000","2318007","2011","H","Center for Responsive Politics",""
"N00029147","Andy Harris (R-Md)","974049","3634999","2304524","2011","H","Center for Responsive Politics",""
"N00026481","Dan Boren (D-Okla)","1148038","3430998","2289518","2011","H","Center for Responsive Politics",""
"N00030600","Judy Chu (D-Calif)","1284027","3225000","2254513","2011","H","Center for Responsive Politics",""
"N00034547","Grace Meng (D-NY)","1110165","3384118","2247141","2011","H","Center for Responsive Politics",""
"N00012233","Robert E. Latta (R-Ohio)","1259040","3235000","2247020","2011","H","Center for Responsive Politics",""
"N00007419","Mike Thompson (D-Calif)","1166010","3264999","2215504","2011","H","Center for Responsive Politics",""
"N00027239","Daniel Lipinski (D-Ill)","1144057","3210000","2177028","2011","H","Center for Responsive Politics",""
"N00002221","Richard Burr (R-NC)","1403524","2899511","2151517","2011","S","Center for Responsive Politics",""
"N00009604","Susan A. Davis (D-Calif)","1152043","3139999","2146021","2011","H","Center for Responsive Politics",""
"N00009154","Bob Goodlatte (R-Va)","1234042","3036000","2135021","2011","H","Center for Responsive Politics",""
"N00003950","Sander Levin (D-Mich)","2103904","2152902","2128403","2011","H","Center for Responsive Politics",""
"N00002247","Howard Coble (R-NC)","1392690","2817654","2105172","2011","H","Center for Responsive Politics",""
"N99999901","Rebecca Blank","1048068","3145000","2096534","2011","E","Center for Responsive Politics",""
"N00033220","Ted Yoho (R-Fla)","1071015","3034997","2053006","2011","H","Center for Responsive Politics",""
"N00030788","Tom Graves (R-Ga)","1024017","3034998","2029507","2011","H","Center for Responsive Politics",""
"N00009724","Jim Langevin (D-RI)","674031","3334997","2004514","2011","H","Center for Responsive Politics",""
"N00006981","Brian P. Bilbray (R-Calif)","1566877","2384866","1975871","2011","H","Center for Responsive Politics",""
"N00003328","Thad Cochran (R-Miss)","926061","3017000","1971530","2011","S","Center for Responsive Politics",""
"N00000616","Joe Lieberman (I-Conn)","949076","2987000","1968038","2011","S","Center for Responsive Politics",""
"N00006263","Mike Simpson (R-Idaho)","1575565","2345559","1960562","2011","H","Center for Responsive Politics",""
"N00000860","Rush Holt (D-NJ)","682014","3229998","1956006","2011","H","Center for Responsive Politics",""
"N00025482","Dutch Ruppersberger (D-Md)","1155026","2625000","1890013","2011","H","Center for Responsive Politics",""
"N00031934","Dan Benishek (R-Mich)","950054","2777000","1863527","2011","H","Center for Responsive Politics",""
"N00031933","Bill Keating (D-Mass)","968049","2750999","1859524","2011","H","Center for Responsive Politics",""
"N00007479","Zoe Lofgren (D-Calif)","1018038","2695000","1856519","2011","H","Center for Responsive Politics",""
"N00030245","Bill Cassidy (R-La)","842059","2834999","1838529","2011","H","Center for Responsive Politics",""
"N00033085","Ted Cruz (R-Texas)","-104950","3776994","1836022","2011","S","Center for Responsive Politics",""
"N00000964","Charles B. Rangel (D-NY)","1130127","2530107","1830117","2011","H","Center for Responsive Politics",""
"N00005395","Mary L. Landrieu (D-La)","917020","2740997","1829008","2011","S","Center for Responsive Politics",""
"N00029891","Gerry Connolly (D-Va)","589048","3055996","1822522","2011","H","Center for Responsive Politics",""
"N00005285","Pat Roberts (R-Kan)","993036","2594000","1793518","2011","S","Center for Responsive Politics",""
"N00030875","Ann Mclane Kuster (D-NH)","1444994","2080988","1762991","2011","H","Center for Responsive Politics",""
"N00032457","Austin Scott (R-Ga)","831623","2671604","1751613","2011","H","Center for Responsive Politics",""
"N00005645","Ralph M. Hall (R-Texas)","950006","2484998","1717502","2011","H","Center for Responsive Politics",""
"N00024874","Dennis Cardoza (D-Calif)","742021","2639998","1691009","2011","H","Center for Responsive Politics",""
"N00024922","Jeb Hensarling (R-Texas)","998025","2370000","1684012","2011","H","Center for Responsive Politics",""
"N99999968","Ben Bernanke","1065011","2275000","1670005","2011","E","Center for Responsive Politics",""
