"cid","Name","MinValue","MaxValue","AvgValue","year","chamber","Origin","Source"
"N00031629","Richard A. Berg (R-ND)","12146147","54979033","33562590","2010","H","Center for Responsive Politics",""
"N00031539","Diane Lynn Black (R-Tenn)","-7315946","69860990","31272522","2010","H","Center for Responsive Politics",""
"N00000019","Hillary Clinton","10740011","51650000","31195005","2010","E","Center for Responsive Politics",""
"N99999914","William M. Daley","11848181","45514998","28681589","2010","E","Center for Responsive Politics",""
"N00000078","Carolyn B. Maloney (D-NY)","7796017","49414994","28605505","2010","H","Center for Responsive Politics",""
"N00004426","Tom Petri (R-Wis)","10346025","45865999","28106012","2010","H","Center for Responsive Politics",""
"N00030197","Richard L Hanna (R-NY)","13725124","41950000","27837562","2010","H","Center for Responsive Politics",""
"N99999924","Ruth Bader Ginsburg","10365017","45030000","27697508","2010","J","Center for Responsive Politics",""
"N00003389","Mitch McConnell (R-Ky)","9839049","44587000","27213024","2010","S","Center for Responsive Politics",""
"N00031672","Blake Farenthold (R-Texas)","11188102","42120996","26654549","2010","H","Center for Responsive Politics",""
"N00027694","Claire McCaskill (D-Mo)","17900212","35122006","26511109","2010","S","Center for Responsive Politics",""
"N99999927","Margaret A. Hamburg","21447035","24130019","22788527","2010","E","Center for Responsive Politics",""
"N00012672","Steve Pearce (R-NM)","8033014","37245000","22639007","2010","H","Center for Responsive Politics",""
"N00009888","Lamar Alexander (R-Tenn)","9651050","35424999","22538024","2010","S","Center for Responsive Politics",""
"N00002492","John M. Spratt Jr (D-SC)","7235019","37190996","22213007","2010","H","Center for Responsive Politics",""
"N00030962","Scott Rigell (R-Va)","7819054","36119998","21969526","2010","H","Center for Responsive Politics",""
"N00031688","John Hoeven (R-ND)","-12073898","55317999","21622050","2010","S","Center for Responsive Politics",""
"N00027565","John Campbell (R-Calif)","8438067","33024000","20731033","2010","H","Center for Responsive Politics",""
"N00029617","Kay R. Hagan (D-NC)","4148690","37211977","20680333","2010","S","Center for Responsive Politics",""
"N00000480","Olympia J. Snowe (R-Maine)","9426053","29270000","19348026","2010","S","Center for Responsive Politics",""
"N00004291","F. James Sensenbrenner Jr (R-Wis)","15678876","21782825","18730850","2010","H","Center for Responsive Politics",""
"N00029139","Bill Foster (D-Ill)","6976023","29416000","18196011","2010","H","Center for Responsive Politics",""
"N00000360","Patrick J. Kennedy (D-RI)","6065004","30150000","18107502","2010","H","Center for Responsive Politics",""
"N00030198","Christopher J. Lee (R-NY)","8334321","27363999","17849160","2010","H","Center for Responsive Politics",""
"N00000615","Rosa L. DeLauro (D-Conn)","5844020","27407996","16626008","2010","H","Center for Responsive Politics",""
"N00004207","Tom Harkin (D-Iowa)","10276123","22918001","16597062","2010","S","Center for Responsive Politics",""
"N00004133","Fred Upton (R-Mich)","7762217","24814999","16288608","2010","H","Center for Responsive Politics",""
"N00006518","Jeff Bingaman (D-NM)","6895272","25606999","16251135","2010","S","Center for Responsive Politics",""
"N00006424","John McCain (R-Ariz)","9249289","22785990","16017639","2010","S","Center for Responsive Politics",""
"N00029917","Parker Griffith (R-Ala)","4392036","27629998","16011017","2010","H","Center for Responsive Politics",""
"N00031124","Nan Hayworth (R-NY)","9347241","22463000","15905120","2010","H","Center for Responsive Politics",""
"N00006023","Lloyd Doggett (D-Texas)","8276090","21740999","15008544","2010","H","Center for Responsive Politics",""
"N00029788","Cynthia Marie Lummis (R-Wyo)","5551023","24092999","14822011","2010","H","Center for Responsive Politics",""
"N00009818","Shelley Berkley (D-Nev)","7236882","20087837","13662359","2010","H","Center for Responsive Politics",""
"N00002599","John Linder (R-Ga)","6000009","20199996","13100002","2010","H","Center for Responsive Politics",""
"N00027618","Steve Kagen (D-Wis)","7431095","17641000","12536047","2010","H","Center for Responsive Politics",""
"N00029649","Jackie Speier (D-Calif)","4506072","20527999","12517035","2010","H","Center for Responsive Politics",""
"N00030608","Michael F. Bennet (D-Colo)","4986027","19465000","12225513","2010","S","Center for Responsive Politics",""
"N00026160","Tom Price (R-Ga)","9469876","14938858","12204367","2010","H","Center for Responsive Politics",""
"N00002593","Johnny Isakson (R-Ga)","6441116","17524999","11983057","2010","S","Center for Responsive Politics",""
"N00026043","Randy Neugebauer (R-Texas)","5172075","17933997","11553036","2010","H","Center for Responsive Politics",""
"N00024813","Rahm Emanuel (D-Ill)","6248060","16635000","11441530","2010","E","Center for Responsive Politics",""
"N00005582","James M. Inhofe (R-Okla)","5100056","17475999","11288027","2010","S","Center for Responsive Politics",""
"N00002214","Alan B. Mollohan (D-WVa)","-1016982","21595994","10289506","2010","H","Center for Responsive Politics",""
"N00005329","Ben Nelson (D-Neb)","6562096","13799001","10180548","2010","S","Center for Responsive Politics",""
"N00029679","John Fleming (R-La)","2655824","17689760","10172792","2010","H","Center for Responsive Politics",""
"N00031988","Jon Runyan (R-NJ)","5017042","14502000","9759521","2010","H","Center for Responsive Politics",""
"N00028073","John A. Yarmuth (D-Ky)","2851010","16364999","9608004","2010","H","Center for Responsive Politics",""
"N00031005","Vicky Hartzler (R-Mo)","3154027","14634997","8894512","2010","H","Center for Responsive Politics",""
"N00027533","Sheldon Whitehouse (D-RI)","3475226","14290999","8883112","2010","S","Center for Responsive Politics",""
"N00031681","David B. McKinley (R-WVa)","4459077","13161000","8810038","2010","H","Center for Responsive Politics",""
"N00003682","Rob Portman (R-Ohio)","1325069","16283999","8804534","2010","S","Center for Responsive Politics",""
"N99999925","Stephen G. Breyer","4480059","13035000","8757529","2010","J","Center for Responsive Politics",""
"N00029016","Al Franken (D-Minn)","4554050","12941000","8747525","2010","S","Center for Responsive Politics",""
"N00002428","Henry Brown (R-SC)","3622020","13605000","8613510","2010","H","Center for Responsive Politics",""
"N00009775","Michael N. Castle (R-Del)","3807166","13089000","8448083","2010","H","Center for Responsive Politics",""
"N00006932","David Dreier (R-Calif)","4162086","12680000","8421043","2010","H","Center for Responsive Politics",""
"N00009920","Richard C. Shelby (R-Ala)","4942044","11805002","8373523","2010","S","Center for Responsive Politics",""
"N00031503","Jeffrey M. Landry (R-La)","3326016","13084997","8205506","2010","H","Center for Responsive Politics",""
"N00031545","William Flores (R-Texas)","3220016","12628000","7924008","2010","H","Center for Responsive Politics",""
"N00007584","Wally Herger (R-Calif)","2956018","12115000","7535509","2010","H","Center for Responsive Politics",""
"N00003132","Jim Cooper (D-Tenn)","3712040","11232000","7472020","2010","H","Center for Responsive Politics",""
"N00009638","Barack Obama (D)","2802012","11830000","7316006","2010","E","Center for Responsive Politics",""
"N00008086","Dave Camp (R-Mich)","4199146","10385000","7292073","2010","H","Center for Responsive Politics",""
"N99999948","Steven Chu","3679036","10860000","7269518","2010","E","Center for Responsive Politics",""
"N00001806","James L. Oberstar (D-Minn)","4184079","10185999","7185039","2010","H","Center for Responsive Politics",""
"N00032838","Joe Manchin (D-WVa)","3697087","10658000","7177543","2010","S","Center for Responsive Politics",""
"N00030682","Scott Murphy (D-NY)","4101062","10156999","7129030","2010","H","Center for Responsive Politics",""
"N00003528","Charlie Wilson (D-Ohio)","2032038","12054999","7043518","2010","H","Center for Responsive Politics",""
"N00009618","Adam H. Putnam (R-Fla)","3541025","10515000","7028012","2010","H","Center for Responsive Politics",""
"N00002743","Allen Boyd (D-Fla)","2004014","12010998","7007506","2010","H","Center for Responsive Politics",""
"N00030856","John Garamendi (D-Calif)","1922009","11974997","6948503","2010","H","Center for Responsive Politics",""
"N00027526","Jean Schmidt (R-Ohio)","3398056","10497000","6947528","2010","H","Center for Responsive Politics",""
"N00003762","Evan Bayh (D-Ind)","4124023","9660002","6892012","2010","S","Center for Responsive Politics",""
"N00007724","Ron Wyden (D-Ore)","5734033","7960004","6847018","2010","S","Center for Responsive Politics",""
"N00003062","Jeff Sessions (R-Ala)","3224063","10460000","6842031","2010","S","Center for Responsive Politics",""
"N00009922","Harry Reid (D-Nev)","3302053","10309999","6806026","2010","S","Center for Responsive Politics",""
"N00006288","Walt Minnick (D-Idaho)","2526062","10964998","6745530","2010","H","Center for Responsive Politics",""
"N00003254","John Tanner (D-Tenn)","2220052","11080000","6650026","2010","H","Center for Responsive Politics",""
"N00000444","Judd Gregg (R-NH)","2992082","10235000","6613541","2010","S","Center for Responsive Politics",""
"N00027509","Scott Tipton (R-Colo)","2918074","10095000","6506537","2010","H","Center for Responsive Politics",""
"N00000423","Charles Bass (R-NH)","3164021","9712000","6438010","2010","H","Center for Responsive Politics",""
"N00030071","Kurt Schrader (D-Ore)","3922063","8881000","6401531","2010","H","Center for Responsive Politics",""
"N00002793","John L. Mica (R-Fla)","3201011","9600999","6401005","2010","H","Center for Responsive Politics",""
"N99999942","Eric H. Holder","3966057","8740000","6353028","2010","E","Center for Responsive Politics",""
"N00027655","Heath Shuler (D-NC)","1840027","10726997","6283512","2010","H","Center for Responsive Politics",""
"N00006460","David Schweikert (R-Ariz)","1480029","10849994","6165011","2010","H","Center for Responsive Politics",""
"N00007836","Maria Cantwell (D-Wash)","2037012","10289999","6163505","2010","S","Center for Responsive Politics",""
"N00030645","Dennis Ross (R-Fla)","1990008","10284998","6137503","2010","H","Center for Responsive Politics",""
"N00028058","James Webb (D-Va)","1313190","10949997","6131593","2010","S","Center for Responsive Politics",""
"N99999958","Robert Gates","2784030","9085000","5934515","2010","E","Center for Responsive Politics",""
"N00026166","Virginia Foxx (R-NC)","2755037","9102000","5928518","2010","H","Center for Responsive Politics",""
"N00006236","John A. Barrasso (R-Wyo)","2713015","8747000","5730007","2010","S","Center for Responsive Politics",""
"N00031934","Daniel J. Benishek (R-Mich)","3335080","7956000","5645540","2010","H","Center for Responsive Politics",""
"N00004762","Judy Biggert (R-Ill)","2147063","9129999","5638531","2010","H","Center for Responsive Politics",""
"N00005244","Sam Brownback (R-Kan)","2762062","8472000","5617031","2010","S","Center for Responsive Politics",""
"N00013131","Eric Cantor (R-Va)","2893110","8048999","5471054","2010","H","Center for Responsive Politics",""
"N00002782","Cliff Stearns (R-Fla)","2018033","8897996","5458014","2010","H","Center for Responsive Politics",""
"N00002017","Roscoe G. Bartlett (R-Md)","2432016","8180000","5306008","2010","H","Center for Responsive Politics",""
"N00031820","Chris Coons (D-Del)","3021182","7541174","5281178","2010","S","Center for Responsive Politics",""
"N00005675","Kay Bailey Hutchison (R-Texas)","3082081","7405000","5243540","2010","S","Center for Responsive Politics",""
"N00006561","Tom Udall (D-NM)","3068077","7299000","5183538","2010","S","Center for Responsive Politics",""
"N00026041","Mike Conaway (R-Texas)","2844117","7317000","5080558","2010","H","Center for Responsive Politics",""
"N00004357","Paul Ryan (R-Wis)","1927101","8207000","5067050","2010","H","Center for Responsive Politics",""
"N00004227","Tom Latham (R-Iowa)","2297428","7753415","5025421","2010","H","Center for Responsive Politics",""
"N00004645","Denny Rehberg (R-Mont)","-2152987","12129996","4988504","2010","H","Center for Responsive Politics",""
"N00024760","Phil Gingrey (R-Ga)","2410035","7509996","4960015","2010","H","Center for Responsive Politics",""
"N00029444","Michael O. Johanns (R-Neb)","3008038","6875000","4941519","2010","S","Center for Responsive Politics",""
"N00024866","Madeleine Z. Bordallo (D-Guam)","2030007","7850999","4940503","2010","H","Center for Responsive Politics",""
"N00007727","Earl Blumenauer (D-Ore)","2458047","7390993","4924520","2010","H","Center for Responsive Politics",""
"N00029838","Bobby Bright (D-Ala)","1451041","8215997","4833519","2010","H","Center for Responsive Politics",""
"N00003845","Daniel R. Coats (R-Ind)","2817054","6838000","4827527","2010","S","Center for Responsive Politics",""
"N00006347","Robert F. Bennett (R-Utah)","-21958976","31346998","4694011","2010","S","Center for Responsive Politics",""
"N00012508","Tom Carper (D-Del)","2058157","7155999","4607078","2010","S","Center for Responsive Politics",""
"N00029026","Niki Tsongas (D-Mass)","1252045","7879998","4566021","2010","H","Center for Responsive Politics",""
"N00026686","Al Green (D-Texas)","1665011","7399999","4532505","2010","H","Center for Responsive Politics",""
"N99999934","Gary F. Locke","1356025","7614999","4485512","2010","E","Center for Responsive Politics",""
"N00012739","Ander Crenshaw (R-Fla)","1899018","7060000","4479509","2010","H","Center for Responsive Politics",""
"N00005681","Pete Sessions (R-Texas)","2657050","6184000","4420525","2010","H","Center for Responsive Politics",""
"N00031933","William R. Keating (D-Mass)","1678053","7152000","4415026","2010","H","Center for Responsive Politics",""
"N00000515","Peter Welch (D-Vt)","2287107","6506000","4396553","2010","H","Center for Responsive Politics",""
"N99999922","John G. Roberts","2575040","6205000","4390020","2010","J","Center for Responsive Politics",""
"N00001509","Paul E. Kanjorski (D-Pa)","1833011","6830999","4332005","2010","H","Center for Responsive Politics",""
"N00029070","Jim Himes (D-Conn)","2603051","6045000","4324025","2010","H","Center for Responsive Politics",""
"N99999945","Eric K. Shinseki","2442084","6080000","4261042","2010","E","Center for Responsive Politics",""
"N00005455","Marion Berry (D-Ark)","1483013","6896999","4190006","2010","H","Center for Responsive Politics",""
"N99999913","David Plouffe","2295095","5975000","4135047","2010","E","Center for Responsive Politics",""
"N00003675","John Boehner (R-Ohio)","2099107","6085000","4092053","2010","H","Center for Responsive Politics",""
"N99999908","Robert S Mueller","2005131","6000000","4002565","2010","E","Center for Responsive Politics",""
"N00007397","Pete Stark (D-Calif)","-19177982","27104997","3963507","2010","H","Center for Responsive Politics",""
"N00009869","Orrin G. Hatch (R-Utah)","2195097","5729000","3962048","2010","S","Center for Responsive Politics",""
"N00001811","Lamar Smith (R-Texas)","2086120","5765000","3925560","2010","H","Center for Responsive Politics",""
"N00031412","John Michael "Mick'' Mulvaney (R-SC)","1514081","6310997","3912539","2010","H","Center for Responsive Politics",""
"N00007099","Ken Calvert (R-Calif)","-1899989","9699994","3900002","2010","H","Center for Responsive Politics",""
"N00003028","Robert B. Aderholt (R-Ala)","1491019","6267000","3879009","2010","H","Center for Responsive Politics",""
"N00029018","Tom Rooney (R-Fla)","1384013","6312999","3848506","2010","H","Center for Responsive Politics",""
"N00030968","Reid Ribble (R-Wis)","833072","6857056","3845064","2010","H","Center for Responsive Politics",""
"N99999940","Shaun L.S. Donovan","1483007","6129999","3806503","2010","E","Center for Responsive Politics",""
"N00009926","Bill Nelson (D-Fla)","1480007","6051000","3765503","2010","S","Center for Responsive Politics",""
"N00026080","John Barrow (D-Ga)","1501003","6015000","3758001","2010","H","Center for Responsive Politics",""
"N00001148","Carolyn McCarthy (D-NY)","1678161","5829156","3753658","2010","H","Center for Responsive Politics",""
"N00025726","Tom Cole (R-Okla)","2039077","5436000","3737538","2010","H","Center for Responsive Politics",""
"N00005195","Roy Blunt (R-Mo)","1075021","6359998","3717509","2010","S","Center for Responsive Politics",""
"N00000898","Leonard Lance (R-NJ)","2216060","5196000","3706030","2010","H","Center for Responsive Politics",""
"N00003473","Hal Rogers (R-Ky)","1624344","5743339","3683841","2010","H","Center for Responsive Politics",""
"N00026341","Jim Costa (D-Calif)","869009","6359998","3614503","2010","H","Center for Responsive Politics",""
"N00029370","Suzanne Kosmas (D-Fla)","2267015","4914999","3591007","2010","H","Center for Responsive Politics",""
"N00027781","Mary Fallin (R-Okla)","899014","6260997","3580005","2010","H","Center for Responsive Politics",""
"N00005906","Ron Paul (R-Texas)","1939039","5213999","3576519","2010","H","Center for Responsive Politics",""
"N00001604","Arlen Specter (D-Pa)","1335010","5776000","3555505","2010","S","Center for Responsive Politics",""
"N00031103","Robert Dold (R-Ill)","696022","6394996","3545509","2010","H","Center for Responsive Politics",""
"N00031011","Bill Owens (D-NY)","2102037","4957999","3530018","2010","H","Center for Responsive Politics",""
"N00029692","Travis W. Childers (D-Miss)","1356042","5685992","3521017","2010","H","Center for Responsive Politics",""
"N00008619","Steven R. Rothman (D-NJ)","1920058","5051000","3485529","2010","H","Center for Responsive Politics",""
"N00006692","Barbara Boxer (D-Calif)","1267008","5631000","3449004","2010","S","Center for Responsive Politics",""
"N00031782","Tim Scott (R-SC)","915004","5949997","3432500","2010","H","Center for Responsive Politics",""
"N00030026","Blaine Luetkemeyer (R-Mo)","-2784995","9599998","3407501","2010","H","Center for Responsive Politics",""
"N00013873","John Boozman (R-Ark)","713011","6097999","3405505","2010","S","Center for Responsive Politics",""
"N00025330","Jo Bonner (R-Ala)","1075022","5729997","3402509","2010","H","Center for Responsive Politics",""
"N00000751","Bill Pascrell Jr (D-NJ)","2026041","4747000","3386520","2010","H","Center for Responsive Politics",""
"N00002656","Jack Kingston (R-Ga)","2725768","3988757","3357262","2010","H","Center for Responsive Politics",""
"N99999912","Leon E Panetta","1954044","4735000","3344522","2010","E","Center for Responsive Politics",""
"N00031593","Jeff Denham (R-Calif)","1060006","5599999","3330002","2010","H","Center for Responsive Politics",""
"N99999933","Ronald Kirk","1937045","4679999","3308522","2010","E","Center for Responsive Politics",""
"N99999941","Timothy F. Geithner","354024","6259998","3307011","2010","E","Center for Responsive Politics",""
"N00001783","John D. Dingell (D-Mich)","1656093","4845000","3250546","2010","H","Center for Responsive Politics",""
"N00001489","Pat Toomey (R-Pa)","1750070","4750999","3250534","2010","S","Center for Responsive Politics",""
"N00005601","Tom Coburn (R-Okla)","1039236","5343000","3191118","2010","S","Center for Responsive Politics",""
"N00001762","Daniel K. Inouye (D-Hawaii)","1968020","4404999","3186509","2010","S","Center for Responsive Politics",""
"N00001758","Chuck Grassley (R-Iowa)","1654082","4711000","3182541","2010","S","Center for Responsive Politics",""
"N00030245","Bill Cassidy (R-La)","1651058","4709999","3180528","2010","H","Center for Responsive Politics",""
"N00029128","Betsy Markey (D-Colo)","968014","5309999","3139006","2010","H","Center for Responsive Politics",""
"N00003126","Bart Gordon (D-Tenn)","1877035","4230000","3053517","2010","H","Center for Responsive Politics",""
"N00006619","John Ensign (R-Nev)","450006","5599999","3025002","2010","S","Center for Responsive Politics",""
"N00007690","Greg Walden (R-Ore)","1804033","4110000","2957016","2010","H","Center for Responsive Politics",""
"N00029168","Pedro Pierluisi (3-PR)","795004","5034997","2915000","2010","H","Center for Responsive Politics",""
"N00000179","James P. McGovern (D-Mass)","602012","5104999","2853505","2010","H","Center for Responsive Politics",""
"N00031640","Ann Marie Buerkle (R-NY)","601004","5099998","2850501","2010","H","Center for Responsive Politics",""
"N00001579","Allyson Schwartz (D-Pa)","1699042","3961000","2830021","2010","H","Center for Responsive Politics",""
"N00031204","Steve Southerland (R-Fla)","500004","5151998","2826001","2010","H","Center for Responsive Politics",""
"N99999937","Kathleen Sebelius","549009","5044998","2797003","2010","E","Center for Responsive Politics",""
"N00003467","Ed Whitfield (R-Ky)","1479047","4109999","2794523","2010","H","Center for Responsive Politics",""
"N00029147","Andy Harris (R-Md)","1525050","4050000","2787525","2010","H","Center for Responsive Politics",""
"N00013799","J. Randy Forbes (R-Va)","-12690","5511295","2749302","2010","H","Center for Responsive Politics",""
"N00030815","Charles J. Fleischmann (R-Tenn)","2098812","3348803","2723807","2010","H","Center for Responsive Politics",""
"N00002260","David Price (D-NC)","1369078","3962000","2665539","2010","H","Center for Responsive Politics",""
"N99999939","Arne S. Duncan","1538036","3720000","2629018","2010","E","Center for Responsive Politics",""
"N00025095","John Carter (R-Texas)","415002","4819996","2617499","2010","H","Center for Responsive Politics",""
"N00028463","Phil Roe (R-Tenn)","2151381","3071372","2611376","2010","H","Center for Responsive Politics",""
"N00003225","Stephen Ira Cohen (D-Tenn)","1344074","3835000","2589537","2010","H","Center for Responsive Politics",""
"N00024790","Jeanne Shaheen (D-NH)","479021","4679993","2579507","2010","S","Center for Responsive Politics",""
"N00001955","Ben Cardin (D-Md)","1284075","3790000","2537037","2010","S","Center for Responsive Politics",""
"N00013837","Gresham Barrett (R-SC)","1467037","3606000","2536518","2010","H","Center for Responsive Politics",""
"N00008274","Loretta Sanchez (D-Calif)","252003","4679998","2466000","2010","H","Center for Responsive Politics",""
"N00004613","Kent Conrad (D-ND)","1447043","3461000","2454021","2010","S","Center for Responsive Politics",""
"N00002198","Nick Rahall (D-WVa)","1923383","2967372","2445377","2010","H","Center for Responsive Politics",""
"N00027522","Dean Heller (R-Nev)","2274118","2578110","2426114","2010","S","Center for Responsive Politics",""
"N00029277","Gary Peters (D-Mich)","797165","4043999","2420582","2010","H","Center for Responsive Politics",""
"N00030676","Billy Long (R-Mo)","461037","4351996","2406516","2010","H","Center for Responsive Politics",""
"N00001311","Louise M. Slaughter (D-NY)","1464018","3310000","2387009","2010","H","Center for Responsive Politics",""
"N00009604","Susan A. Davis (D-Calif)","1302051","3464999","2383525","2010","H","Center for Responsive Politics",""
"N00028139","Mazie K. Hirono (D-Hawaii)","1350034","3374999","2362516","2010","H","Center for Responsive Politics",""
"N00030788","Tom Graves (R-Ga)","1508015","3170000","2339007","2010","H","Center for Responsive Politics",""
"N99999915","Sonia Sotomayor","1420005","3245000","2332502","2010","J","Center for Responsive Politics",""
"N00024777","Ginny Brown-Waite (R-Fla)","1194065","3464999","2329532","2010","H","Center for Responsive Politics",""
"N00012233","Robert E. Latta (R-Ohio)","1345035","3251000","2298017","2010","H","Center for Responsive Politics",""
"N99999921","Antonin Scalia","1380022","3210000","2295011","2010","J","Center for Responsive Politics",""
"N00029901","Mark Begich (D-Alaska)","96052","4447995","2272023","2010","S","Center for Responsive Politics",""
"N00029414","Kathleen Dahlkemper (D-Pa)","1376026","3142000","2259013","2010","H","Center for Responsive Politics",""
"N00024759","Mike D. Rogers (R-Ala)","1370018","3134999","2252508","2010","H","Center for Responsive Politics",""
"N00009635","Jim Marshall (D-Ga)","1324051","3123000","2223525","2010","H","Center for Responsive Politics",""
"N00028049","Joseph A. Sestak Jr (D-Pa)","1118067","3232000","2175033","2010","H","Center for Responsive Politics",""
"N00007312","Sam Farr (D-Calif)","1319021","2910000","2114510","2010","H","Center for Responsive Politics",""
"N00007781","Peter DeFazio (D-Ore)","1067020","3140996","2104008","2010","H","Center for Responsive Politics",""
"N00003328","Thad Cochran (R-Miss)","974079","3227000","2100539","2010","S","Center for Responsive Politics",""
"N99999901","Rebecca Blank","1029070","3160000","2094535","2010","E","Center for Responsive Politics",""
"N00030600","Judy Chu (D-Calif)","1199026","2985000","2092013","2010","H","Center for Responsive Politics",""
"N00002247","Howard Coble (R-NC)","1282073","2810031","2046052","2010","H","Center for Responsive Politics",""
"N00027239","Daniel Lipinski (D-Ill)","1043059","3047000","2045029","2010","H","Center for Responsive Politics",""
"N99999926","Samuel A. Alito","1035021","3030000","2032510","2010","J","Center for Responsive Politics",""
"N00029891","Gerry Connolly (D-Va)","998048","3004998","2001523","2010","H","Center for Responsive Politics",""
"N00009724","Jim Langevin (D-RI)","696026","3279997","1988011","2010","H","Center for Responsive Politics",""
"N00000616","Joe Lieberman (I-Conn)","907082","3056000","1981541","2010","S","Center for Responsive Politics",""
"N00003583","George V. Voinovich (R-Ohio)","970054","2900000","1935027","2010","S","Center for Responsive Politics",""
"N00006263","Mike Simpson (R-Idaho)","1515342","2334334","1924838","2010","H","Center for Responsive Politics",""
"N00025219","Michael Burgess (R-Texas)","926085","2880999","1903542","2010","H","Center for Responsive Politics",""
"N00005395","Mary L. Landrieu (D-La)","931021","2859996","1895508","2010","S","Center for Responsive Politics",""
"N00025881","Colleen Hanabusa (D-Hawaii)","1061013","2715999","1888506","2010","H","Center for Responsive Politics",""
"N00009154","Bob Goodlatte (R-Va)","1087045","2682000","1884522","2010","H","Center for Responsive Politics",""
"N99999916","Elena Kagan","1115019","2645000","1880009","2010","J","Center for Responsive Politics",""
"N00005178","Christopher "Kit" Bond (R-Mo)","1039046","2715000","1877023","2010","S","Center for Responsive Politics",""
"N00008092","Blanche Lincoln (D-Ark)","1121017","2615000","1868008","2010","S","Center for Responsive Politics",""
"N00025482","Dutch Ruppersberger (D-Md)","1035044","2676000","1855522","2010","H","Center for Responsive Politics",""
"N00003950","Sander Levin (D-Mich)","1497127","2196122","1846624","2010","H","Center for Responsive Politics",""
"N00024922","Jeb Hensarling (R-Texas)","1063025","2620000","1841512","2010","H","Center for Responsive Politics",""
"N00007335","Anna Eshoo (D-Calif)","1116011","2567000","1841505","2010","H","Center for Responsive Politics",""
"N00000010","Dan Burton (R-Ind)","1118019","2520000","1819009","2010","H","Center for Responsive Politics",""
"N00032457","Austin Scott (R-Ga)","1173882","2455863","1814872","2010","H","Center for Responsive Politics",""
"N00027493","Michele Bachmann (R-Minn)","912018","2654998","1783508","2010","H","Center for Responsive Politics",""
"N00004874","Luis V. Gutierrez (D-Ill)","1053014","2496000","1774507","2010","H","Center for Responsive Politics",""
"N00026481","Dan Boren (D-Okla)","925018","2610998","1768008","2010","H","Center for Responsive Politics",""
"N00027035","G. K. Butterfield (D-NC)","1158645","2359625","1759135","2010","H","Center for Responsive Politics",""
"N00009771","Shelley Moore Capito (R-WVa)","506060","2957997","1732028","2010","H","Center for Responsive Politics",""
"N00006897","Brad Sherman (D-Calif)","499019","2962998","1731008","2010","H","Center for Responsive Politics",""
"N00007419","Mike Thompson (D-Calif)","846010","2614999","1730504","2010","H","Center for Responsive Politics",""
