"cid","Name","MinValue","MaxValue","AvgValue","year","chamber","Origin","Source"
"N00002492","John M. Spratt Jr. (D-SC)","1304026","12297991","6801008","2004","H","Center for Responsive Politics",""
"N00007124","Christopher Cox (R-Calif)","3262019","9780000","6521009","2004","H","Center for Responsive Politics",""
"N00003083","Terry Everett (R-Ala)","4000933","9021896","6511414","2004","H","Center for Responsive Politics",""
"N00001806","James L. Oberstar (D-Minn)","3678087","8895000","6286543","2004","H","Center for Responsive Politics",""
"N00004762","Judy Biggert (R-Ill)","2685084","9777000","6231042","2004","H","Center for Responsive Politics",""
"N00006423","Trent Franks (R-Ariz)","1965005","10449999","6207502","2004","H","Center for Responsive Politics",""
"N00007584","Wally Herger (R-Calif)","2100003","10250000","6175001","2004","H","Center for Responsive Politics",""
"N99999967","Alan Greenspan","3832038","8380000","6106019","2004","E","Center for Responsive Politics",""
"N00000444","Judd Gregg (R-NH)","2597067","9238000","5917533","2004","S","Center for Responsive Politics",""
"N00007836","Maria Cantwell (D-Wash)","1769007","10018999","5894003","2004","S","Center for Responsive Politics",""
"N00005244","Sam Brownback (R-Kan)","2499043","9172999","5836021","2004","S","Center for Responsive Politics",""
"N00009818","Shelley Berkley (D-Nev)","2752539","8751510","5752024","2004","H","Center for Responsive Politics",""
"N00024760","Phil Gingrey (R-Ga)","1564047","9837995","5701021","2004","H","Center for Responsive Politics",""
"N00012560","Jon Porter (R-Nev)","2283020","8894998","5589009","2004","H","Center for Responsive Politics",""
"N00002743","Allen Boyd (D-Fla)","2467012","8579999","5523505","2004","H","Center for Responsive Politics",""
"N00002610","Nathan Deal (R-Ga)","2190616","8640606","5415611","2004","H","Center for Responsive Politics",""
"N00006347","Robert F. Bennett (R-Utah)","-22022973","32813997","5395512","2004","S","Center for Responsive Politics",""
"N00003254","John Tanner (D-Tenn)","2290045","8257000","5273522","2004","H","Center for Responsive Politics",""
"N00025443","Bob Beauprez (R-Colo)","4599080","5830064","5214572","2004","H","Center for Responsive Politics",""
"N00002428","Henry Brown (R-SC)","2343019","7995000","5169009","2004","H","Center for Responsive Politics",""
"N00003126","Bart Gordon (D-Tenn)","3052071","7160000","5106035","2004","H","Center for Responsive Politics",""
"N00026080","John Barrow (D-Ga)","3192041","6961000","5076520","2004","H","Center for Responsive Politics",""
"N00025059","Jeb Bradley (R-NH)","4925141","5102135","5013638","2004","H","Center for Responsive Politics",""
"N00005301","Chuck Hagel (R-Neb)","2282015","7730000","5006007","2004","S","Center for Responsive Politics",""
"N00024931","Rick Renzi (R-Ariz)","2103007","7879997","4991502","2004","H","Center for Responsive Politics",""
"N00001604","Arlen Specter (R-Pa)","2133029","7601000","4867014","2004","S","Center for Responsive Politics",""
"N99999922","John G. Roberts","2690043","6810000","4750021","2004","J","Center for Responsive Politics",""
"N99999921","Antonin Scalia","2045007","7260000","4652503","2004","J","Center for Responsive Politics",""
"N00002061","John W. Warner (R-Va)","4128946","5028937","4578941","2004","S","Center for Responsive Politics",""
"N00004330","Jerry Kleczka (D-Wis)","1713045","7395008","4554026","2004","H","Center for Responsive Politics",""
"N00012739","Ander Crenshaw (R-Fla)","1893022","7196000","4544511","2004","H","Center for Responsive Politics",""
"N99999989","Karl C. Rove","1697014","7379999","4538506","2004","E","Center for Responsive Politics",""
"N00007997","Ted Stevens (R-Alaska)","1673067","7266000","4469533","2004","S","Center for Responsive Politics",""
"N00009926","Bill Nelson (D-Fla)","1811015","7018000","4414507","2004","S","Center for Responsive Politics",""
"N99999968","Ben Bernanke","1853015","6870000","4361507","2004","E","Center for Responsive Politics",""
"N00002198","Nick Rahall (D-WVa)","3509092","5076071","4292581","2004","H","Center for Responsive Politics",""
"N00008619","Steven R. Rothman (D-NJ)","2214094","6286000","4250047","2004","H","Center for Responsive Politics",""
"N00009775","Michael N. Castle (R-Del)","2161139","6324000","4242569","2004","H","Center for Responsive Politics",""
"N00003762","Evan Bayh (D-Ind)","3183034","5296000","4239517","2004","S","Center for Responsive Politics",""
"N00005455","Marion Berry (D-Ark)","1469012","6860999","4165005","2004","H","Center for Responsive Politics",""
"N00001811","Lamar Smith (R-Texas)","1895821","6330817","4113319","2004","H","Center for Responsive Politics",""
"N00006008","Ruben Hinojosa (D-Texas)","1325028","6778999","4052013","2004","H","Center for Responsive Politics",""
"N00003473","Hal Rogers (R-Ky)","1986259","6072255","4029257","2004","H","Center for Responsive Politics",""
"N00004128","Joe Schwarz (R-Mich)","1434283","6578268","4006275","2004","H","Center for Responsive Politics",""
"N00005675","Kay Bailey Hutchison (R-Texas)","1990111","5981000","3985555","2004","S","Center for Responsive Politics",""
"N00002793","John L. Mica (R-Fla)","2566012","5400999","3983505","2004","H","Center for Responsive Politics",""
"N00007690","Greg Walden (R-Ore)","1252017","6614998","3933507","2004","H","Center for Responsive Politics",""
"N00026041","Mike Conaway (R-Texas)","2225079","5631000","3928039","2004","H","Center for Responsive Politics",""
"N00026166","Virginia Foxx (R-NC)","2377042","5396000","3886521","2004","H","Center for Responsive Politics",""
"N00026686","Al Green (D-Texas)","1365009","6399999","3882504","2004","H","Center for Responsive Politics",""
"N00003132","Jim Cooper (D-Tenn)","2343041","5395000","3869020","2004","H","Center for Responsive Politics",""
"N00002017","Roscoe G. Bartlett (R-Md)","1501007","6065000","3783003","2004","H","Center for Responsive Politics",""
"N00009922","Harry Reid (D-Nev)","2044090","5495999","3770044","2004","S","Center for Responsive Politics",""
"N00004113","Nick Smith (R-Mich)","1338032","6122000","3730016","2004","H","Center for Responsive Politics",""
"N00007382","Tom Lantos (D-Calif)","2332024","5056000","3694012","2004","H","Center for Responsive Politics",""
"N00001783","John D. Dingell (D-Mich)","2089064","5285000","3687032","2004","H","Center for Responsive Politics",""
"N00025330","Jo Bonner (R-Ala)","1308027","5901000","3604513","2004","H","Center for Responsive Politics",""
"N00013131","Eric Cantor (R-Va)","1645145","5477000","3561072","2004","H","Center for Responsive Politics",""
"N99999975","Allan B. Hubbard","-17212891","24179999","3483554","2004","E","Center for Responsive Politics",""
"N00005582","James M. Inhofe (R-Okla)","1934054","5012998","3473526","2004","S","Center for Responsive Politics",""
"N00012508","Tom Carper (D-Del)","1809057","4940998","3375027","2004","S","Center for Responsive Politics",""
"N00013770","Bill Shuster (R-Pa)","607222","6136185","3371703","2004","H","Center for Responsive Politics",""
"N00007422","Ellen O. Tauscher (D-Calif)","1203008","5535000","3369004","2004","H","Center for Responsive Politics",""
"N00007727","Earl Blumenauer (D-Ore)","1715030","4999993","3357511","2004","H","Center for Responsive Politics",""
"N00006692","Barbara Boxer (D-Calif)","1172011","5505000","3338505","2004","S","Center for Responsive Politics",""
"N00007232","Lois Capps (D-Calif)","1120027","5461000","3290513","2004","H","Center for Responsive Politics",""
"N00009608","Rob Simmons (R-Conn)","1607084","4906998","3257041","2004","H","Center for Responsive Politics",""
"N00001758","Chuck Grassley (R-Iowa)","1820051","4625999","3223025","2004","S","Center for Responsive Politics",""
"N00000010","Dan Burton (R-Ind)","1967023","4308000","3137511","2004","H","Center for Responsive Politics",""
"N00009724","Jim Langevin (D-RI)","1498032","4659998","3079015","2004","H","Center for Responsive Politics",""
"N00008032","Kenny Hulshof (R-Mo)","797032","5350998","3074015","2004","H","Center for Responsive Politics",""
"N00003389","Mitch McConnell (R-Ky)","1734029","4410999","3072514","2004","S","Center for Responsive Politics",""
"N99999984","Elaine L. Chao","1719028","4359999","3039513","2004","E","Center for Responsive Politics",""
"N00007068","Mary Bono (R-Calif)","1269151","4664000","2966575","2004","H","Center for Responsive Politics",""
"N00000561","Nancy L. Johnson (R-Conn)","1576078","4318000","2947039","2004","H","Center for Responsive Politics",""
"N00003202","Bill Jenkins (R-Tenn)","1739024","4110000","2924512","2004","H","Center for Responsive Politics",""
"N00002782","Cliff Stearns (R-Fla)","1224053","4364997","2794525","2004","H","Center for Responsive Politics",""
"N00008916","Tommy Thompson","1609041","3979998","2794519","2004","E","Center for Responsive Politics",""
"N00006486","Jim Kolbe (R-Ariz)","769181","4786999","2778090","2004","H","Center for Responsive Politics",""
"N00004484","Jim Ramstad (R-Minn)","331007","5215999","2773503","2004","H","Center for Responsive Politics",""
"N00003467","Ed Whitfield (R-Ky)","1359050","4162999","2761024","2004","H","Center for Responsive Politics",""
"N00003675","John Boehner (R-Ohio)","1674021","3760000","2717010","2004","H","Center for Responsive Politics",""
"N00009635","Jim Marshall (D-Ga)","1666040","3767000","2716520","2004","H","Center for Responsive Politics",""
"N00025095","John Carter (R-Texas)","585002","4825997","2705499","2004","H","Center for Responsive Politics",""
"N00006561","Tom Udall (D-NM)","1957914","3440897","2699405","2004","H","Center for Responsive Politics",""
"N00004227","Tom Latham (R-Iowa)","1676015","3700999","2688507","2004","H","Center for Responsive Politics",""
"N00025726","Tom Cole (R-Okla)","1251113","4119000","2685056","2004","H","Center for Responsive Politics",""
"N00004207","Tom Harkin (D-Iowa)","1959037","3335001","2647019","2004","S","Center for Responsive Politics",""
"N00027281","Thelma Drake (R-Va)","1149040","4065996","2607518","2004","H","Center for Responsive Politics",""
"N00002656","Jack Kingston (R-Ga)","2330963","2878956","2604959","2004","H","Center for Responsive Politics",""
"N00001955","Ben Cardin (D-Md)","1365068","3700000","2532534","2004","H","Center for Responsive Politics",""
"N00005645","Ralph M. Hall (D-Texas)","1382012","3679997","2531004","2004","H","Center for Responsive Politics",""
"N00024759","Mike D. Rogers (R-Ala)","1389050","3624999","2507024","2004","H","Center for Responsive Politics",""
"N00024922","Jeb Hensarling (R-Texas)","1510024","3425000","2467512","2004","H","Center for Responsive Politics",""
"N00000423","Charles Bass (R-NH)","1242023","3654999","2448511","2004","H","Center for Responsive Politics",""
"N00029444","Michael O Johanns","1437807","3408770","2423288","2004","E","Center for Responsive Politics",""
"N00005165","John Ashcroft (R-Mo)","1471032","3340000","2405516","2004","E","Center for Responsive Politics",""
"N00005395","Mary L. Landrieu (D-La)","1141053","3589997","2365525","2004","S","Center for Responsive Politics",""
"N00002167","Virgil H. Goode Jr (R-Va)","1312054","3358000","2335027","2004","H","Center for Responsive Politics",""
"N99999919","John Paul Stevens","1475014","3180000","2327507","2004","J","Center for Responsive Politics",""
"N00005601","Tom Coburn (R-Okla)","1166070","3453000","2309535","2004","S","Center for Responsive Politics",""
"N00005906","Ron Paul (R-Texas)","1313038","3297000","2305019","2004","H","Center for Responsive Politics",""
"N00006811","Juanita Millender-McDonald (D-Calif)","1093021","3394998","2244009","2004","H","Center for Responsive Politics",""
"N00007312","Sam Farr (D-Calif)","1360027","3125000","2242513","2004","H","Center for Responsive Politics",""
"N99999983","Andrew H. Card, Jr.","1255040","3175000","2215020","2004","E","Center for Responsive Politics",""
"N00009869","Orrin G. Hatch (R-Utah)","1154062","3275000","2214531","2004","S","Center for Responsive Politics",""
"N00001579","Allyson Schwartz (D-Pa)","1309032","3086000","2197516","2004","H","Center for Responsive Politics",""
"N00006690","Maxine Waters (D-Calif)","-2663974","7055999","2196012","2004","H","Center for Responsive Politics",""
"N00005677","Martin Frost (D-Texas)","1167040","3180000","2173520","2004","H","Center for Responsive Politics",""
"N00009957","George Allen (R-Va)","1080072","3256999","2168535","2004","S","Center for Responsive Politics",""
"N00005731","Jim Turner (D-Texas)","1310033","2932000","2121016","2004","H","Center for Responsive Politics",""
"N00006897","Brad Sherman (D-Calif)","1330012","2901000","2115506","2004","H","Center for Responsive Politics",""
"N00009771","Shelley Moore Capito (R-WVa)","885073","3328999","2107036","2004","H","Center for Responsive Politics",""
"N00000751","Bill Pascrell Jr. (D-NJ)","1198039","3000000","2099019","2004","H","Center for Responsive Politics",""
"N00004698","Phil Crane (R-Ill)","1205031","2934999","2070015","2004","H","Center for Responsive Politics",""
"N00003062","Jeff Sessions (R-Ala)","1006070","3092000","2049035","2004","S","Center for Responsive Politics",""
"N00025219","Michael Burgess (R-Texas)","1087054","3001999","2044526","2004","H","Center for Responsive Politics",""
"N00005178","Christopher S. 'Kit' Bond (R-Mo)","1171034","2895000","2033017","2004","S","Center for Responsive Politics",""
"N00001489","Pat Toomey (R-Pa)","1127038","2905000","2016019","2004","H","Center for Responsive Politics",""
"N00002260","David Price (D-NC)","994068","2987000","1990534","2004","H","Center for Responsive Politics",""
"N00007099","Ken Calvert (R-Calif)","715011","3249996","1982503","2004","H","Center for Responsive Politics",""
"N00006060","Charles W. Stenholm (D-Texas)","850030","3052993","1951511","2004","H","Center for Responsive Politics",""
"N00005004","James M. Talent (R-Mo)","838099","3064000","1951049","2004","S","Center for Responsive Politics",""
"N00009604","Susan A. Davis (D-Calif)","959054","2912999","1936026","2004","H","Center for Responsive Politics",""
"N00001311","Louise M. Slaughter (D-NY)","1178016","2646000","1912008","2004","H","Center for Responsive Politics",""
"N00026748","Mel Martinez (R-Fla)","858040","2794998","1826519","2004","S","Center for Responsive Politics",""
"N00026786","Bobby Jindal (R-La)","935050","2700000","1817525","2004","H","Center for Responsive Politics",""
"N00005285","Pat Roberts (R-Kan)","691070","2923999","1807534","2004","S","Center for Responsive Politics",""
"N00001102","Nydia M. Velazquez (D-NY)","-648997","4259995","1805499","2004","H","Center for Responsive Politics",""
"N00007419","Mike Thompson (D-Calif)","826026","2739999","1783012","2004","H","Center for Responsive Politics",""
"N00001762","Daniel K. Inouye (D-Hawaii)","1131006","2366000","1748503","2004","S","Center for Responsive Politics",""
"N00025482","Dutch Ruppersberger (D-Md)","1008024","2470000","1739012","2004","H","Center for Responsive Politics",""
"N00000860","Rush Holt (D-NJ)","1006015","2440000","1723007","2004","H","Center for Responsive Politics",""
"N00007479","Zoe Lofgren (D-Calif)","921045","2522000","1721522","2004","H","Center for Responsive Politics",""
"N00002556","Mac Collins (R-Ga)","1028493","2376481","1702487","2004","H","Center for Responsive Politics",""
"N00004613","Kent Conrad (D-ND)","891040","2499999","1695519","2004","S","Center for Responsive Politics",""
"N00012890","Timothy V. Johnson (R-Ill)","805043","2570997","1688020","2004","H","Center for Responsive Politics",""
"N00002045","Tom Davis (R-Va)","982028","2381000","1681514","2004","H","Center for Responsive Politics",""
"N00003583","George V. Voinovich (R-Ohio)","805053","2538000","1671526","2004","S","Center for Responsive Politics",""
"N00001148","Carolyn McCarthy (D-NY)","1373194","1923192","1648193","2004","H","Center for Responsive Politics",""
"N00001691","Carl Levin (D-Mich)","1638341","1638341","1638341","2004","S","Center for Responsive Politics",""
"N00006246","Craig Thomas (R-Wyo)","899032","2336000","1617516","2004","S","Center for Responsive Politics",""
"N00004357","Paul Ryan (R-Wis)","624090","2585000","1604545","2004","H","Center for Responsive Politics",""
"N00026840","Charles J. Melancon (D-La)","1283052","1866044","1574548","2004","H","Center for Responsive Politics",""
"N00006983","Duncan Hunter (R-Calif)","786005","2354999","1570502","2004","H","Center for Responsive Politics",""
"N00026264","Luis Fortuno (R-PR)","944020","2163000","1553510","2004","H","Center for Responsive Politics",""
"N00008051","Mark Udall (D-Colo)","659082","2438000","1548541","2004","H","Center for Responsive Politics",""
"N00004045","Joe Knollenberg (R-Mich)","1217289","1845283","1531286","2004","H","Center for Responsive Politics",""
"N00008038","Chris John (D-La)","966015","2090000","1528007","2004","H","Center for Responsive Politics",""
"N00024866","Madeleine Z. Bordallo (D-Guam)","731008","2314999","1523003","2004","H","Center for Responsive Politics",""
"N00003950","Sander Levin (D-Mich)","700013","2324999","1512506","2004","H","Center for Responsive Politics",""
"N00009154","Bob Goodlatte (R-Va)","777044","2183000","1480022","2004","H","Center for Responsive Politics",""
"N00007724","Ron Wyden (D-Ore)","934010","2010000","1472005","2004","S","Center for Responsive Politics",""
"N00001509","Paul E. Kanjorski (D-Pa)","883011","2045999","1464505","2004","H","Center for Responsive Politics",""
"N00002839","Peter Deutsch (D-Fla)","874020","2039000","1456510","2004","H","Center for Responsive Politics",""
"N00001692","Eleanor Holmes Norton (D-DC)","820023","2076000","1448011","2004","H","Center for Responsive Politics",""
"N00003042","Bud Cramer (D-Ala)","1206612","1641609","1424110","2004","H","Center for Responsive Politics",""
"N00003328","Thad Cochran (R-Miss)","677052","2135000","1406026","2004","S","Center for Responsive Politics",""
"N99999990","Condoleezza Rice","569023","2184999","1377011","2004","E","Center for Responsive Politics",""
"N00000267","Michael E. Capuano (D-Mass)","557034","2190997","1374015","2004","H","Center for Responsive Politics",""
"N00008799","Kay Granger (R-Texas)","441018","2265998","1353508","2004","H","Center for Responsive Politics",""
"N00001143","Gary Ackerman (D-NY)","833018","1873000","1353009","2004","H","Center for Responsive Politics",""
"N00006546","Heather Wilson (R-NM)","266165","2360138","1313151","2004","H","Center for Responsive Politics",""
"N00007823","Jennifer Dunn (R-Wash)","302065","2248995","1275530","2004","H","Center for Responsive Politics",""
"N00000048","Joel Hefley (R-Colo)","765004","1749999","1257501","2004","H","Center for Responsive Politics",""
"N00013846","Jeff Miller (R-Fla)","520033","1974999","1247516","2004","H","Center for Responsive Politics",""
"N00009659","David Vitter (R-La)","492071","1991000","1241535","2004","H","Center for Responsive Politics",""
"N00004208","Leonard L. Boswell (D-Iowa)","750003","1699999","1225001","2004","H","Center for Responsive Politics",""
"N00013436","Zell Miller (D-Ga)","795005","1650000","1222502","2004","S","Center for Responsive Politics",""
"N00008092","Blanche Lincoln (D-Ark)","671016","1715000","1193008","2004","S","Center for Responsive Politics",""
"N00004166","Vernon J. Ehlers (R-Mich)","677024","1705000","1191012","2004","H","Center for Responsive Politics",""
"N00002247","Howard Coble (R-NC)","661320","1701281","1181300","2004","H","Center for Responsive Politics",""
"N00006263","Mike Simpson (R-Idaho)","939193","1399188","1169190","2004","H","Center for Responsive Politics",""
"N00005928","Nick Lampson (D-Texas)","567010","1764996","1166003","2004","H","Center for Responsive Politics",""
"N00004367","Tammy Baldwin (D-Wis)","281015","2039997","1160506","2004","H","Center for Responsive Politics",""
"N00003651","Ralph Regula (R-Ohio)","615006","1649998","1132502","2004","H","Center for Responsive Politics",""
"N00003264","Lincoln Davis (D-Tenn)","750002","1500000","1125001","2004","H","Center for Responsive Politics",""
"N00009571","Mike Ross (D-Ark)","610015","1634998","1122506","2004","H","Center for Responsive Politics",""
"N99999926","Samuel A. Alito","615019","1605000","1110009","2004","J","Center for Responsive Politics",""
"N00012656","Ed Schrock (R-Va)","715005","1500000","1107502","2004","H","Center for Responsive Politics",""
"N00000616","Joe Lieberman (D-Conn)","431059","1768000","1099529","2004","S","Center for Responsive Politics",""
"N00002423","Fritz Hollings (D-SC)","689008","1500000","1094504","2004","S","Center for Responsive Politics",""
"N00008091","Spencer Bachus (R-Ala)","436024","1731998","1084011","2004","H","Center for Responsive Politics",""
"N00013873","John Boozman (R-Ark)","670011","1477000","1073505","2004","H","Center for Responsive Politics",""
"N99999979","Alphonso Jackson","662013","1480000","1071006","2004","E","Center for Responsive Politics",""
"N00006619","John Ensign (R-Nev)","324799","1758791","1041795","2004","S","Center for Responsive Politics",""
"N00007231","Elton Gallegly (R-Calif)","494014","1559999","1027006","2004","H","Center for Responsive Politics",""
"N00027035","G. K. Butterfield (D-NC)","393204","1652182","1022693","2004","H","Center for Responsive Politics",""
"N00007050","Randy (Duke) Cunningham (R-Calif)","648009","1395000","1021504","2004","H","Center for Responsive Politics",""
"N00000964","Charles B. Rangel (D-NY)","611010","1415000","1013005","2004","H","Center for Responsive Politics",""
"N00006652","Jim Gibbons (R-Nev)","607221","1416189","1011705","2004","H","Center for Responsive Politics",""
