"cid","Name","MinValue","MaxValue","AvgValue","year","chamber","Origin","Source"
"N00031593","Jeff Denham (R-Calif)","5325008","26899998","16112503","2013","H","Center for Responsive Politics",""
"N00035187","Mike Rounds (R-SD)","5426030","26768999","16097514","2013","S","Center for Responsive Politics",""
"N00035688","Gwen Graham (D-FL)","5287013","25805000","15546006","2013","H","Center for Responsive Politics",""
"N00000615","Rosa L. DeLauro (D-Conn)","5098014","25886995","15492504","2013","H","Center for Responsive Politics",""
"N00034580","Angus King (I-Maine)","5210174","25751997","15481085","2013","S","Center for Responsive Politics",""
"N00008086","Dave Camp (R-Mich)","6876638","23640000","15258319","2013","H","Center for Responsive Politics",""
"N00029788","Cynthia Marie Lummis (R-Wyo)","5960025","24102000","15031012","2013","H","Center for Responsive Politics",""
"N00003132","Jim Cooper (D-Tenn)","6761058","23241000","15001029","2013","H","Center for Responsive Politics",""
"N00033744","Rod Blum (R-IA)","6647029","22781000","14714014","2013","H","Center for Responsive Politics",""
"N00013131","Eric Cantor (R-Va)","6173113","19974000","13073556","2013","H","Center for Responsive Politics",""
"N00026160","Tom Price (R-Ga)","9484599","14933582","12209090","2013","H","Center for Responsive Politics",""
"N00030608","Michael F. Bennet (D-Colo)","4845031","19376000","12110515","2013","S","Center for Responsive Politics",""
"N99999925","Stephen G. Breyer","5360052","17625000","11492526","2013","J","Center for Responsive Politics",""
"N00009920","Richard C. Shelby (R-Ala)","4347016","18031000","11189008","2013","S","Center for Responsive Politics",""
"N99999924","Ruth Bader Ginsburg","5180020","16695000","10937510","2013","J","Center for Responsive Politics",""
"N00026041","Mike Conaway (R-Texas)","4795317","16868000","10831658","2013","H","Center for Responsive Politics",""
"N99999894","Ernest Moniz","4791071","16640000","10715535","2013","E","Center for Responsive Politics",""
"N00029649","Jackie Speier (D-Calif)","5512074","15167000","10339537","2013","H","Center for Responsive Politics",""
"N00031253","Keith J. Rothfus (R-Pa)","6422052","13156000","9789026","2013","H","Center for Responsive Politics",""
"N00031681","David McKinley (R-WVa)","4542089","14830997","9686543","2013","H","Center for Responsive Politics",""
"N00036633","Ralph Abraham (R-La)","4181015","14964999","9573007","2013","H","Center for Responsive Politics",""
"N00026043","Randy Neugebauer (R-Texas)","5201080","13650998","9426039","2013","H","Center for Responsive Politics",""
"N00031545","Bill Flores (R-Texas)","8547770","9768758","9158264","2013","H","Center for Responsive Politics",""
"N99999940","Shaun L.S. Donovan","3011008","15199999","9105503","2013","E","Center for Responsive Politics",""
"N99999922","John G. Roberts","4705038","13325000","9015019","2013","J","Center for Responsive Politics",""
"N00035492","Thom Tillis (R-NC)","3112031","14179996","8646013","2013","S","Center for Responsive Politics",""
"N00031820","Chris Coons (D-Del)","5693058","11371003","8532030","2013","S","Center for Responsive Politics",""
"N00031988","Jon Runyan (R-NJ)","280022","16565997","8423009","2013","H","Center for Responsive Politics",""
"N00031005","Vicky Hartzler (R-Mo)","2302026","14254996","8278511","2013","H","Center for Responsive Politics",""
"N00007724","Ron Wyden (D-Ore)","6401061","9991004","8196032","2013","S","Center for Responsive Politics",""
"N00033540","Beto O'Rourke (D-Texas)","-1412906","17233997","7910545","2013","H","Center for Responsive Politics",""
"N00026710","Kenny Marchant (R-Texas)","4454585","11345568","7900076","2013","H","Center for Responsive Politics",""
"N00035972","John Lee Ratcliffe (R-TX)","3216010","12515000","7865505","2013","H","Center for Responsive Politics",""
"N99999926","Samuel A. Alito","3520066","11905000","7712533","2013","J","Center for Responsive Politics",""
"N00032838","Joe Manchin (D-WVa)","3810071","11554000","7682035","2013","S","Center for Responsive Politics",""
"N00003062","Jeff Sessions (R-Ala)","3595057","11361000","7478028","2013","S","Center for Responsive Politics",""
"N00030856","John Garamendi (D-Calif)","2130019","12151996","7141007","2013","H","Center for Responsive Politics",""
"N00005582","James M. Inhofe (R-Okla)","4997692","8725644","6861668","2013","S","Center for Responsive Politics",""
"N00029070","Jim Himes (D-Conn)","3281052","10440000","6860526","2013","H","Center for Responsive Politics",""
"N00007727","Earl Blumenauer (D-Ore)","2995034","10660996","6828015","2013","H","Center for Responsive Politics",""
"N00035278","Katherine Clark (D-Mass)","2491012","11165000","6828006","2013","H","Center for Responsive Politics",""
"N00033492","Elizabeth Warren (D-Mass)","3660024","9725001","6692512","2013","S","Center for Responsive Politics",""
"N00033106","Ann L. Wagner (R-Mo)","3934117","9408999","6671558","2013","H","Center for Responsive Politics",""
"N00005301","Chuck Hagel","3166021","9965000","6565510","2013","E","Center for Responsive Politics",""
"N00002793","John L. Mica (R-Fla)","3251012","9617000","6434006","2013","H","Center for Responsive Politics",""
"N00036403","Daniel Milton Newhouse (R-WA)","2193013","10545000","6369006","2013","H","Center for Responsive Politics",""
"N00001783","John D. Dingell (D-Mich)","3550118","8975000","6262559","2013","H","Center for Responsive Politics",""
"N00027533","Sheldon Whitehouse (D-RI)","2880238","9579999","6230118","2013","S","Center for Responsive Politics",""
"N00036149","Debbie Dingell (D-MI)","3522120","8907000","6214560","2013","H","Center for Responsive Politics",""
"N00031557","Dennis Heck (D-Wash)","3630069","8441000","6035534","2013","H","Center for Responsive Politics",""
"N00026166","Virginia Foxx (R-NC)","2736045","9241000","5988522","2013","H","Center for Responsive Politics",""
"N00027509","Scott Tipton (R-Colo)","2600069","9350000","5975034","2013","H","Center for Responsive Politics",""
"N00003845","Dan Coats (R-Ind)","3777035","8111000","5944017","2013","S","Center for Responsive Politics",""
"N00033399","George Holding (R-NC)","3460045","8300999","5880522","2013","H","Center for Responsive Politics",""
"N00000515","Peter Welch (D-Vt)","3178108","8195000","5686554","2013","H","Center for Responsive Politics",""
"N00006236","John A. Barrasso (R-Wyo)","2684016","8610000","5647008","2013","S","Center for Responsive Politics",""
"N00004357","Paul Ryan (R-Wis)","2282072","8780000","5531036","2013","H","Center for Responsive Politics",""
"N00004227","Tom Latham (R-Iowa)","2669132","8369124","5519128","2013","H","Center for Responsive Politics",""
"N00024866","Madeleine Z. Bordallo (D-Guam)","2380009","8549999","5465004","2013","H","Center for Responsive Politics",""
"N99999945","Eric K. Shinseki","3036082","7814999","5425540","2013","E","Center for Responsive Politics",""
"N00034349","Filemon Vela (D-Texas)","79952","10697936","5388944","2013","H","Center for Responsive Politics",""
"N00030071","Kurt Schrader (D-Ore)","2815487","7412362","5113924","2013","H","Center for Responsive Politics",""
"N00030717","Ami Bera (D-Calif)","2144072","8061993","5103032","2013","H","Center for Responsive Politics",""
"N00033832","Tom Rice (R-SC)","-14435975","24509992","5037008","2013","H","Center for Responsive Politics",""
"N00032457","Austin Scott (R-Ga)","1864038","8180996","5022517","2013","H","Center for Responsive Politics",""
"N00029016","Al Franken (D-Minn)","2746046","7271999","5009022","2013","S","Center for Responsive Politics",""
"N00035792","French Hill (R-AR)","1916052","8070996","4993524","2013","H","Center for Responsive Politics",""
"N00027522","Dean Heller (R-Nev)","1090037","8599998","4845017","2013","S","Center for Responsive Politics",""
"N00029026","Niki Tsongas (D-Mass)","1354046","8259998","4807022","2013","H","Center for Responsive Politics",""
"N00024760","Phil Gingrey (R-Ga)","2408032","7144998","4776515","2013","H","Center for Responsive Politics",""
"N00030191","Dina Titus (D-Nev)","1902051","7593999","4748025","2013","H","Center for Responsive Politics",""
"N00026686","Al Green (D-Texas)","1765012","7649999","4707505","2013","H","Center for Responsive Politics",""
"N00035007","David P Joyce (R-Ohio)","2491103","6790000","4640551","2013","H","Center for Responsive Politics",""
"N99999899","Sylvia Burwell","2621059","6639999","4630529","2013","E","Center for Responsive Politics",""
"N00009869","Orrin G. Hatch (R-Utah)","1922033","7309000","4615516","2013","S","Center for Responsive Politics",""
"N00033474","Suzanne Bonamici (D-Ore)","2777040","6430000","4603520","2013","H","Center for Responsive Politics",""
"N00033217","Elizabeth Esty (D-Conn)","2553089","6599000","4576044","2013","H","Center for Responsive Politics",""
"N00025726","Tom Cole (R-Okla)","2668068","6471000","4569534","2013","H","Center for Responsive Politics",""
"N00003675","John Boehner (R-Ohio)","2318126","6795000","4556563","2013","H","Center for Responsive Politics",""
"N00009638","Barack Obama (D)","1953015","7145000","4549007","2013","E","Center for Responsive Politics",""
"N00034547","Grace Meng (D-NY)","1743045","7353999","4548522","2013","H","Center for Responsive Politics",""
"N00009922","Harry Reid (D-Nev)","2665059","6378999","4522029","2013","S","Center for Responsive Politics",""
"N00001579","Allyson Schwartz (D-Pa)","2687050","6306000","4496525","2013","H","Center for Responsive Politics",""
"N00002424","Mark Sanford (R-SC)","2792029","6105000","4448514","2013","H","Center for Responsive Politics",""
"N00012508","Tom Carper (D-Del)","2235142","6633000","4434071","2013","S","Center for Responsive Politics",""
"N00000860","Rush Holt (D-NJ)","1683014","7144999","4414006","2013","H","Center for Responsive Politics",""
"N00033495","Susan Brooks (R-Ind)","1636044","6940000","4288022","2013","H","Center for Responsive Politics",""
"N00001148","Carolyn McCarthy (D-NY)","1414101","7161000","4287550","2013","H","Center for Responsive Politics",""
"N00001811","Lamar Smith (R-Texas)","2413072","6095000","4254036","2013","H","Center for Responsive Politics",""
"N00029444","Mike Johanns (R-Neb)","2902033","5360001","4131017","2013","S","Center for Responsive Politics",""
"N00003225","Steve Cohen (D-Tenn)","2153108","6095000","4124054","2013","H","Center for Responsive Politics",""
"N00000781","Frank Pallone Jr (D-NJ)","1953160","6209999","4081579","2013","H","Center for Responsive Politics",""
"N00026341","Jim Costa (D-Calif)","1194029","6959998","4077013","2013","H","Center for Responsive Politics",""
"N00005195","Roy Blunt (R-Mo)","1130023","6759998","3945010","2013","S","Center for Responsive Politics",""
"N00031672","Blake Farenthold (R-Texas)","2254462","5611383","3932922","2013","H","Center for Responsive Politics",""
"N00007099","Ken Calvert (R-Calif)","-1899989","9699994","3900002","2013","H","Center for Responsive Politics",""
"N00033782","Heidi Heitkamp (D-ND)","2197075","5583000","3890037","2013","S","Center for Responsive Politics",""
"N00005601","Tom Coburn (R-Okla)","1339247","6432999","3886123","2013","S","Center for Responsive Politics",""
"N00033904","Joyce Beatty (D-Ohio)","1448026","6320000","3884013","2013","H","Center for Responsive Politics",""
"N00000491","Susan Collins (R-Maine)","1548218","6208000","3878109","2013","S","Center for Responsive Politics",""
"N00031103","Bob Dold (R-IL)","1113026","6574996","3844011","2013","H","Center for Responsive Politics",""
"N00003473","Hal Rogers (R-Ky)","1769120","5888115","3828617","2013","H","Center for Responsive Politics",""
"N00030026","Blaine Luetkemeyer (R-Mo)","1501006","6115000","3808003","2013","H","Center for Responsive Politics",""
"N00026080","John Barrow (D-Ga)","1516004","6065000","3790502","2013","H","Center for Responsive Politics",""
"N99999915","Sonia Sotomayor","1185009","6344999","3765004","2013","J","Center for Responsive Politics",""
"N00013873","John Boozman (R-Ark)","1114011","6112999","3613505","2013","S","Center for Responsive Politics",""
"N00033987","Doug LaMalfa (R-Calif)","1348009","5795000","3571504","2013","H","Center for Responsive Politics",""
"N00006460","David Schweikert (R-Ariz)","969018","6144997","3557007","2013","H","Center for Responsive Politics",""
"N00027514","Kathy Castor (D-Fla)","2170046","4928000","3549023","2013","H","Center for Responsive Politics",""
"N99999892","Maria Contreras-Sweet","1210021","5859999","3535010","2013","E","Center for Responsive Politics",""
"N00002247","Howard Coble (R-NC)","2554317","4467273","3510795","2013","H","Center for Responsive Politics",""
"N00033410","Markwayne Mullin (R-Okla)","1601043","5416999","3509021","2013","H","Center for Responsive Politics",""
"N00028463","Phil Roe (R-Tenn)","3314235","3677230","3495732","2013","H","Center for Responsive Politics",""
"N00007836","Maria Cantwell (D-Wash)","1237011","5691999","3464505","2013","S","Center for Responsive Politics",""
"N00024790","Jeanne Shaheen (D-NH)","546028","6361990","3454009","2013","S","Center for Responsive Politics",""
"N00009926","Bill Nelson (D-Fla)","1245006","5650000","3447503","2013","S","Center for Responsive Politics",""
"N00000898","Leonard Lance (R-NJ)","1939063","4914000","3426531","2013","H","Center for Responsive Politics",""
"N00029277","Gary Peters (D-Mich)","1350169","5427000","3388584","2013","S","Center for Responsive Politics",""
"N00001758","Chuck Grassley (R-Iowa)","1814078","4936000","3375039","2013","S","Center for Responsive Politics",""
"N00003467","Ed Whitfield (R-Ky)","1826058","4889999","3358028","2013","H","Center for Responsive Politics",""
"N00028933","Thomas J. Vilsack","1125013","5450000","3287506","2013","E","Center for Responsive Politics",""
"N00001489","Pat Toomey (R-Pa)","1868048","4597000","3232524","2013","S","Center for Responsive Politics",""
"N99999921","Antonin Scalia","1815023","4645000","3230011","2013","J","Center for Responsive Politics",""
"N00006692","Barbara Boxer (D-Calif)","1112008","5330000","3221004","2013","S","Center for Responsive Politics",""
"N00000179","James P. McGovern (D-Mass)","1107010","5305000","3206005","2013","H","Center for Responsive Politics",""
"N00002260","David Price (D-NC)","1694082","4710000","3202041","2013","H","Center for Responsive Politics",""
"N00006561","Tom Udall (D-NM)","1891043","4494000","3192521","2013","S","Center for Responsive Politics",""
"N00033085","Ted Cruz (R-Texas)","1748037","4594998","3171517","2013","S","Center for Responsive Politics",""
"N00003028","Robert B. Aderholt (R-Ala)","526019","5765999","3146009","2013","H","Center for Responsive Politics",""
"N00001311","Louise M. Slaughter (D-NY)","1998021","4245000","3121510","2013","H","Center for Responsive Politics",""
"N00030600","Judy Chu (D-Calif)","1667042","4554999","3111020","2013","H","Center for Responsive Politics",""
"N00003950","Sander Levin (D-Mich)","3078659","3113658","3096158","2013","H","Center for Responsive Politics",""
"N00033091","Patrick E. Murphy (D-Fla)","1021008","5140000","3080504","2013","H","Center for Responsive Politics",""
"N00009154","Bob Goodlatte (R-Va)","1800043","4326000","3063021","2013","H","Center for Responsive Politics",""
"N00031412","Mick Mulvaney (R-SC)","1354073","4767998","3061035","2013","H","Center for Responsive Politics",""
"N00000751","Bill Pascrell Jr (D-NJ)","1842039","4259000","3050519","2013","H","Center for Responsive Politics",""
"N99999939","Arne S. Duncan","1751036","4290000","3020518","2013","E","Center for Responsive Politics",""
"N00008274","Loretta Sanchez (D-Calif)","465005","5536997","3001001","2013","H","Center for Responsive Politics",""
"N00001955","Ben Cardin (D-Md)","1442107","4517000","2979553","2013","S","Center for Responsive Politics",""
"N00005293","Brad Ashford (D-NE)","-2561875","8415999","2927062","2013","H","Center for Responsive Politics",""
"N00007690","Greg Walden (R-Ore)","1775023","4075000","2925011","2013","H","Center for Responsive Politics",""
"N00003328","Thad Cochran (R-Miss)","1587060","4235000","2911030","2013","S","Center for Responsive Politics",""
"N00007312","Sam Farr (D-Calif)","1725035","4075999","2900517","2013","H","Center for Responsive Politics",""
"N00029147","Andy Harris (R-Md)","1598046","4145000","2871523","2013","H","Center for Responsive Politics",""
"N00034041","Thomas Massie (R-Ky)","752003","4929999","2841001","2013","H","Center for Responsive Politics",""
"N00005285","Pat Roberts (R-Kan)","1626032","3978000","2802016","2013","S","Center for Responsive Politics",""
"N00028139","Mazie K. Hirono (D-Hawaii)","1577041","3996999","2787020","2013","S","Center for Responsive Politics",""
"N00033310","Brad Wenstrup (R-Ohio)","1676037","3892000","2784018","2013","H","Center for Responsive Politics",""
"N00013799","Randy Forbes (R-Va)","135012","5325997","2730504","2013","H","Center for Responsive Politics",""
"N00027239","Daniel Lipinski (D-Ill)","1530056","3876000","2703028","2013","H","Center for Responsive Politics",""
"N00031934","Dan Benishek (R-Mich)","1395080","4001000","2698040","2013","H","Center for Responsive Politics",""
"N00035774","Dan Sullivan (R-AK)","1547037","3844999","2696018","2013","S","Center for Responsive Politics",""
"N00012233","Robert E. Latta (R-Ohio)","1557040","3805000","2681020","2013","H","Center for Responsive Politics",""
"N00034884","William Enyart (D-Ill)","1462062","3880000","2671031","2013","H","Center for Responsive Politics",""
"N00002221","Richard Burr (R-NC)","1850623","3228615","2539619","2013","S","Center for Responsive Politics",""
"N00002893","Lois J. Frankel (D-Fla)","595277","4479000","2537138","2013","H","Center for Responsive Politics",""
"N00030815","Chuck Fleischmann (R-Tenn)","1946851","3096842","2521846","2013","H","Center for Responsive Politics",""
"N00034128","Matt Cartwright (D-Pa)","-2514968","7533999","2509515","2013","H","Center for Responsive Politics",""
"N00029303","Jeff Merkley (D-Ore)","1450025","3200000","2325012","2013","S","Center for Responsive Politics",""
"N00024759","Mike D. Rogers (R-Ala)","1421020","3165000","2293010","2013","H","Center for Responsive Politics",""
"N00009771","Shelley Moore Capito (R-WVa)","588107","3956996","2272551","2013","S","Center for Responsive Politics",""
"N00005736","Brian Babin (R-TX)","1081086","3441000","2261043","2013","H","Center for Responsive Politics",""
"N00036023","Barbara Comstock (R-VA)","851103","3631995","2241549","2013","H","Center for Responsive Politics",""
"N00029901","Mark Begich (D-Alaska)","345058","4099996","2222527","2013","S","Center for Responsive Politics",""
"N00029891","Gerry Connolly (D-Va)","762051","3659995","2211023","2013","H","Center for Responsive Politics",""
"N00006134","Diana DeGette (D-Colo)","1252034","3146000","2199017","2013","H","Center for Responsive Politics",""
"N00031128","Bob Gibbs (R-Ohio)","1026063","3259998","2143030","2013","H","Center for Responsive Politics",""
"N00030875","Ann Mclane Kuster (D-NH)","1870704","2354699","2112701","2013","H","Center for Responsive Politics",""
"N00031011","Bill Owens (D-NY)","1224042","2986000","2105021","2013","H","Center for Responsive Politics",""
"N00005645","Ralph Hall (R-Texas)","1250006","2934998","2092502","2013","H","Center for Responsive Politics",""
"N00002656","Jack Kingston (R-Ga)","1467104","2702093","2084598","2013","H","Center for Responsive Politics",""
"N00033220","Ted Yoho (R-Fla)","1200999","2939985","2070492","2013","H","Center for Responsive Politics",""
"N00031933","Bill Keating (D-Mass)","1171036","2969000","2070018","2013","H","Center for Responsive Politics",""
"N00007419","Mike Thompson (D-Calif)","1036014","3039999","2038006","2013","H","Center for Responsive Politics",""
"N00029285","Pete Olson (R-Texas)","1107041","2931000","2019020","2013","H","Center for Responsive Politics",""
"N00025495","Lou Barletta (R-Pa)","330098","3702999","2016548","2013","H","Center for Responsive Politics",""
"N00007479","Zoe Lofgren (D-Calif)","1064044","2960000","2012022","2013","H","Center for Responsive Politics",""
"N00030676","Billy Long (R-Mo)","644037","3378997","2011517","2013","H","Center for Responsive Politics",""
"N00000270","Ed Markey (D-Mass)","1195024","2826000","2010512","2013","S","Center for Responsive Politics",""
"N00024922","Jeb Hensarling (R-Texas)","1207033","2806000","2006516","2013","H","Center for Responsive Politics",""
"N00001692","Eleanor Holmes Norton (D-DC)","1137041","2856000","1996520","2013","H","Center for Responsive Politics",""
"N00008051","Mark Udall (D-Colo)","876080","3095000","1985540","2013","S","Center for Responsive Politics",""
"N00009604","Susan A. Davis (D-Calif)","854041","3109999","1982020","2013","H","Center for Responsive Politics",""
"N00030245","Bill Cassidy (R-La)","1015059","2827000","1921029","2013","S","Center for Responsive Politics",""
"N00007021","Juan Vargas (D-Calif)","669025","3159998","1914511","2013","H","Center for Responsive Politics",""
"N00009753","Jim Matheson (D-Utah)","1103024","2645000","1874012","2013","H","Center for Responsive Politics",""
"N00007335","Anna Eshoo (D-Calif)","1131011","2616000","1873505","2013","H","Center for Responsive Politics",""
"N00033274","Alan Lowenthal (D-Calif)","940051","2701000","1820525","2013","H","Center for Responsive Politics",""
"N00009659","David Vitter (R-La)","963047","2653000","1808023","2013","S","Center for Responsive Politics",""
"N00034254","Julia Brownley (D-Calif)","486034","3090999","1788516","2013","H","Center for Responsive Politics",""
"N00001691","Carl Levin (D-Mich)","1111014","2465000","1788007","2013","S","Center for Responsive Politics",""
"N00006263","Mike Simpson (R-Idaho)","1466726","2086721","1776723","2013","H","Center for Responsive Politics",""
"N00012739","Ander Crenshaw (R-Fla)","1062012","2480000","1771006","2013","H","Center for Responsive Politics",""
"N00001861","Henry Waxman (D-Calif)","1058018","2445000","1751509","2013","H","Center for Responsive Politics",""
"N00000267","Michael E. Capuano (D-Mass)","572040","2916997","1744518","2013","H","Center for Responsive Politics",""
"N00031938","Justin Amash (R-Mich)","1018028","2470000","1744014","2013","H","Center for Responsive Politics",""
"N00000964","Charles B. Rangel (D-NY)","1038019","2445000","1741509","2013","H","Center for Responsive Politics",""
"N00013323","Sam Graves (R-Mo)","1052008","2390998","1721503","2013","H","Center for Responsive Politics",""
"N00036449","Mike Bishop (R-MI)","844071","2586000","1715035","2013","H","Center for Responsive Politics",""
"N00025482","Dutch Ruppersberger (D-Md)","950027","2459999","1705013","2013","H","Center for Responsive Politics",""
"N00009774","Xavier Becerra (D-Calif)","669061","2735998","1702529","2013","H","Center for Responsive Politics",""
"N00025219","Michael Burgess (R-Texas)","862079","2540999","1701539","2013","H","Center for Responsive Politics",""
"N00004874","Luis V. Gutierrez (D-Ill)","980023","2400000","1690011","2013","H","Center for Responsive Politics",""
"N00004558","Collin Peterson (D-Minn)","542019","2830997","1686508","2013","H","Center for Responsive Politics",""
"N00005681","Pete Sessions (R-Texas)","799054","2571999","1685526","2013","H","Center for Responsive Politics",""
"N00027605","Jon Tester (D-Mont)","1082007","2230000","1656003","2013","S","Center for Responsive Politics",""
"N00004403","Ron Kind (D-Wis)","1033022","2272000","1652511","2013","H","Center for Responsive Politics",""
"N00001619","Robert A. Brady (D-Pa)","1080007","2201000","1640503","2013","H","Center for Responsive Politics",""
"N00004981","Dick Durbin (D-Ill)","1472986","1706984","1589985","2013","S","Center for Responsive Politics",""
"N00005395","Mary L. Landrieu (D-La)","464017","2712996","1588506","2013","S","Center for Responsive Politics",""
